view_a,track_id_a,view_b,track_id_b,cosine_similarity,time_gap
view1,1,view3,48,0.9991,0.0
view1,1,view3,49,0.9991,0.0
view1,1,view3,50,0.9988,0.0
view1,1,view3,51,0.9989,0.0
view1,1,view3,52,0.998,0.0
view1,1,view3,54,0.999,0.0
view1,1,view3,55,0.9969,0.0
view1,1,view3,56,0.9979,0.0
view1,1,view3,57,0.9984,0.0
view1,1,view3,58,0.9963,0.0
view1,1,view3,59,0.999,0.0
view1,1,view3,61,0.9997,0.0
view1,1,view3,62,0.9989,0.0
view1,1,view3,64,0.9992,0.0
view1,1,view3,65,0.9983,0.0
view1,1,view3,66,0.9979,0.0
view1,1,view3,67,0.9986,0.08
view1,1,view3,68,0.999,1.2
view1,2,view2,1,0.9961,0.0
view1,2,view2,2,0.9993,0.0
view1,2,view2,4,0.9977,0.08
view1,2,view2,5,0.9919,1.84
view1,2,view2,7,0.9781,4.84
view1,2,view2,8,0.9987,8.96
view1,2,view2,10,0.9973,10.64
view1,2,view2,13,0.9787,13.68
view1,2,view2,14,0.9971,16.28
view1,2,view2,15,0.9972,20.2
view1,2,view2,16,0.9925,21.84
view1,2,view2,17,0.9948,26.08
view1,2,view2,18,0.9954,33.4
view1,2,view2,19,0.9955,33.8
view1,2,view2,20,0.9966,36.4
view1,2,view2,21,0.9953,38.28
view1,2,view2,23,0.9966,40.96
view1,2,view2,24,0.9911,43.72
view1,2,view2,25,0.9974,44.64
view1,2,view2,26,0.9972,46.4
view1,2,view2,28,0.9929,47.36
view1,2,view2,29,0.9954,50.8
view1,2,view2,30,0.993,52.68
view1,2,view2,31,0.9953,54.16
view1,2,view2,32,0.9926,54.4
view1,2,view2,33,0.9963,56.96
view1,2,view2,34,0.9952,57.24
view1,2,view2,35,0.9993,59.56
view1,2,view2,36,0.9894,60.08
view1,2,view2,37,0.9906,60.2
view1,2,view2,38,0.9954,62.72
view1,2,view2,39,0.988,63.16
view1,2,view2,42,0.9958,67.24
view1,2,view2,43,0.9932,68.4
view1,2,view2,44,0.9907,68.76
view1,2,view2,45,0.9964,69.12
view1,2,view2,46,0.9972,70.64
view1,2,view2,47,0.9966,71.08
view1,2,view2,49,0.9965,76.92
view1,2,view2,50,0.9947,77.44
view1,2,view2,51,0.9948,78.96
view1,2,view2,52,0.9955,79.8
view1,2,view2,53,0.9976,80.28
view1,2,view2,54,0.9913,81.44
view1,2,view2,55,0.9946,84.32
view1,2,view2,56,0.9972,84.68
view1,2,view2,57,0.9951,85.44
view1,2,view2,58,0.9954,85.48
view1,2,view2,59,0.9989,86.88
view1,2,view2,60,0.9965,89.12
view1,2,view2,61,0.9926,89.36
view1,2,view2,62,0.9898,94.84
view1,2,view2,63,0.9975,97.16
view1,2,view2,65,0.9983,97.48
view1,2,view2,66,0.9946,100.12
view1,2,view2,67,0.987,100.64
view1,2,view2,68,0.9854,101.48
view1,2,view2,69,0.9839,104.0
view1,2,view2,70,0.9944,104.6
view1,2,view2,71,0.9942,104.88
view1,2,view2,72,0.9948,106.44
view1,2,view2,73,0.9921,106.48
view1,2,view2,74,0.9972,107.88
view1,2,view2,75,0.996,108.72
view1,2,view2,76,0.9946,111.72
view1,2,view2,77,0.9894,113.56
view1,2,view2,78,0.9921,115.6
view1,2,view2,79,0.9975,116.2
view1,2,view2,80,0.9974,118.92
view1,2,view2,82,0.9973,120.52
view1,2,view2,83,0.9976,121.84
view1,2,view2,84,0.998,121.96
view1,2,view2,85,0.9903,123.96
view1,2,view2,86,0.9938,127.08
view1,2,view2,87,0.996,128.16
view1,2,view2,88,0.997,128.68
view1,2,view2,89,0.9938,128.76
view1,2,view2,91,0.9956,132.8
view1,2,view2,92,0.9922,135.2
view1,2,view2,93,0.9973,136.16
view1,2,view2,94,0.9934,137.64
view1,2,view2,95,0.9955,138.64
view1,2,view2,96,0.9908,138.92
view1,2,view2,97,0.9949,143.32
view1,2,view3,1,0.998,0.0
view1,2,view3,2,0.999,0.0
view1,2,view3,3,0.998,0.0
view1,2,view3,4,0.9969,3.32
view1,2,view3,6,0.9966,14.52
view1,2,view3,7,0.9987,16.6
view1,2,view3,8,0.9979,18.72
view1,2,view3,9,0.9981,21.88
view1,2,view3,11,0.9979,25.16
view1,2,view3,12,0.9986,28.92
view1,2,view3,13,0.9975,32.08
view1,2,view3,14,0.9991,32.96
view1,2,view3,15,0.9979,34.92
view1,2,view3,16,0.9942,46.08
view1,2,view3,17,0.9978,46.72
view1,2,view3,18,0.9988,46.76
view1,2,view3,19,0.9988,48.52
view1,2,view3,20,0.9971,49.72
view1,2,view3,21,0.9983,55.6
view1,2,view3,22,0.9986,56.84
view1,2,view3,23,0.9981,57.8
view1,2,view3,24,0.9955,60.88
view1,2,view3,25,0.9962,63.0
view1,2,view3,27,0.9978,67.84
view1,2,view3,28,0.9975,67.92
view1,2,view3,29,0.9978,70.4
view1,2,view3,30,0.9961,72.76
view1,2,view3,31,0.999,75.04
view1,2,view3,32,0.9976,76.04
view1,2,view3,33,0.9939,79.08
view1,2,view3,34,0.9988,80.64
view1,2,view3,36,0.9983,86.68
view1,2,view3,37,0.9991,87.28
view1,2,view3,38,0.9978,90.32
view1,2,view3,39,0.9979,92.32
view1,2,view3,40,0.9985,92.76
view1,2,view3,42,0.9973,95.2
view1,2,view3,43,0.9974,99.8
view1,2,view3,45,0.9988,101.56
view1,2,view3,46,0.9957,101.88
view1,2,view3,47,0.9948,103.24
view1,2,view3,48,0.9979,103.44
view1,2,view3,49,0.9968,105.08
view1,2,view3,50,0.9966,106.12
view1,2,view3,51,0.9958,109.84
view1,2,view3,52,0.9993,110.12
view1,2,view3,54,0.9984,111.68
view1,2,view3,55,0.9928,112.48
view1,2,view3,56,0.9992,118.12
view1,2,view3,57,0.9992,122.2
view1,2,view3,58,0.9955,123.28
view1,2,view3,59,0.9976,124.84
view1,2,view3,61,0.9985,129.04
view1,2,view3,62,0.9978,130.88
view1,2,view3,64,0.9988,137.04
view1,2,view3,65,0.9985,137.52
view1,2,view3,66,0.995,139.6
view1,2,view3,67,0.9965,143.36
view1,2,view3,68,0.9964,144.48
view1,3,view2,1,0.9982,0.0
view1,3,view2,2,0.9956,0.0
view1,3,view2,4,0.9922,0.52
view1,3,view2,5,0.9983,0.0
view1,3,view2,7,0.9931,0.0
view1,3,view2,8,0.9949,0.0
view1,3,view2,10,0.9975,0.0
view1,3,view2,13,0.9938,0.0
view1,3,view2,14,0.9981,0.0
view1,3,view2,15,0.9944,0.0
view1,3,view2,16,0.9987,0.0
view1,3,view2,17,0.9981,0.0
view1,3,view2,18,0.9985,3.16
view1,3,view2,19,0.9987,3.56
view1,3,view2,20,0.997,6.16
view1,3,view2,21,0.9988,8.04
view1,3,view2,23,0.9985,10.72
view1,3,view2,24,0.9989,13.48
view1,3,view2,25,0.9965,14.4
view1,3,view2,26,0.9955,16.16
view1,3,view2,28,0.9986,17.12
view1,3,view2,29,0.9988,20.56
view1,3,view2,30,0.9977,22.44
view1,3,view2,31,0.9984,23.92
view1,3,view2,32,0.9984,24.16
view1,3,view2,33,0.9977,26.72
view1,3,view2,34,0.9973,27.0
view1,3,view2,35,0.9955,29.32
view1,3,view2,36,0.9977,29.84
view1,3,view2,37,0.9957,29.96
view1,3,view2,38,0.9982,32.48
view1,3,view2,39,0.9939,32.92
view1,3,view2,42,0.9946,37.0
view1,3,view2,43,0.9978,38.16
view1,3,view2,44,0.9952,38.52
view1,3,view2,45,0.9986,38.88
view1,3,view2,46,0.9972,40.4
view1,3,view2,47,0.998,40.84
view1,3,view2,49,0.9986,46.68
view1,3,view2,50,0.9974,47.2
view1,3,view2,51,0.9983,48.72
view1,3,view2,52,0.9957,49.56
view1,3,view2,53,0.9967,50.04
view1,3,view2,54,0.9972,51.2
view1,3,view2,55,0.9985,54.08
view1,3,view2,56,0.9969,54.44
view1,3,view2,57,0.9973,55.2
view1,3,view2,58,0.9982,55.24
view1,3,view2,59,0.9936,56.64
view1,3,view2,60,0.997,58.88
view1,3,view2,61,0.9987,59.12
view1,3,view2,62,0.9954,64.6
view1,3,view2,63,0.9969,66.92
view1,3,view2,65,0.997,67.24
view1,3,view2,66,0.9986,69.88
view1,3,view2,67,0.9973,70.4
view1,3,view2,68,0.9967,71.24
view1,3,view2,69,0.9951,73.76
view1,3,view2,70,0.9977,74.36
view1,3,view2,71,0.9948,74.64
view1,3,view2,72,0.9982,76.2
view1,3,view2,73,0.9953,76.24
view1,3,view2,74,0.9981,77.64
view1,3,view2,75,0.9971,78.48
view1,3,view2,76,0.9975,81.48
view1,3,view2,77,0.994,83.32
view1,3,view2,78,0.9985,85.36
view1,3,view2,79,0.9978,85.96
view1,3,view2,80,0.9967,88.68
view1,3,view2,82,0.9977,90.28
view1,3,view2,83,0.9982,91.6
view1,3,view2,84,0.998,91.72
view1,3,view2,85,0.9979,93.72
view1,3,view2,86,0.9959,96.84
view1,3,view2,87,0.9986,97.92
view1,3,view2,88,0.9967,98.44
view1,3,view2,89,0.9957,98.52
view1,3,view2,91,0.999,102.56
view1,3,view2,92,0.9966,104.96
view1,3,view2,93,0.9969,105.92
view1,3,view2,94,0.9982,107.4
view1,3,view2,95,0.9975,108.4
view1,3,view2,96,0.9959,108.68
view1,3,view2,97,0.9975,113.08
view1,3,view3,1,0.9956,0.0
view1,3,view3,2,0.9939,2.24
view1,3,view3,3,0.9981,0.0
view1,3,view3,4,0.9976,0.0
view1,3,view3,6,0.9967,0.0
view1,3,view3,7,0.9946,0.0
view1,3,view3,8,0.9958,0.0
view1,3,view3,9,0.9962,0.0
view1,3,view3,11,0.9962,0.0
view1,3,view3,12,0.996,0.0
view1,3,view3,13,0.9909,1.84
view1,3,view3,14,0.995,2.72
view1,3,view3,15,0.9959,4.68
view1,3,view3,16,0.9989,15.84
view1,3,view3,17,0.9976,16.48
view1,3,view3,18,0.9944,16.52
view1,3,view3,19,0.9943,18.28
view1,3,view3,20,0.9962,19.48
view1,3,view3,21,0.9949,25.36
view1,3,view3,22,0.9927,26.6
view1,3,view3,23,0.9942,27.56
view1,3,view3,24,0.9977,30.64
view1,3,view3,25,0.9963,32.76
view1,3,view3,27,0.9969,37.6
view1,3,view3,28,0.9941,37.68
view1,3,view3,29,0.9969,40.16
view1,3,view3,30,0.9985,42.52
view1,3,view3,31,0.995,44.8
view1,3,view3,32,0.997,45.8
view1,3,view3,33,0.9935,48.84
view1,3,view3,34,0.9947,50.4
view1,3,view3,36,0.9944,56.44
view1,3,view3,37,0.9941,57.04
view1,3,view3,38,0.9965,60.08
view1,3,view3,39,0.997,62.08
view1,3,view3,40,0.9942,62.52
view1,3,view3,42,0.9921,64.96
view1,3,view3,43,0.9975,69.56
view1,3,view3,45,0.9967,71.32
view1,3,view3,46,0.9958,71.64
view1,3,view3,47,0.9981,73.0
view1,3,view3,48,0.9955,73.2
view1,3,view3,49,0.9979,74.84
view1,3,view3,50,0.9984,75.88
view1,3,view3,51,0.9988,79.6
view1,3,view3,52,0.9936,79.88
view1,3,view3,54,0.9955,81.44
view1,3,view3,55,0.9994,82.24
view1,3,view3,56,0.9938,87.88
view1,3,view3,57,0.9947,91.96
view1,3,view3,58,0.9922,93.04
view1,3,view3,59,0.9957,94.6
view1,3,view3,61,0.9971,98.8
view1,3,view3,62,0.9959,100.64
view1,3,view3,64,0.9959,106.8
view1,3,view3,65,0.9943,107.28
view1,3,view3,66,0.9968,109.36
view1,3,view3,67,0.9975,113.12
view1,3,view3,68,0.9973,114.24
view1,4,view2,1,0.9985,0.0
view1,4,view2,2,0.9978,0.0
view1,4,view2,4,0.9963,3.48
view1,4,view2,5,0.9971,0.0
view1,4,view2,7,0.9873,0.0
view1,4,view2,8,0.9958,0.0
view1,4,view2,10,0.9985,0.0
view1,4,view2,13,0.988,0.0
view1,4,view2,14,0.9987,2.4
view1,4,view2,15,0.9977,6.32
view1,4,view2,16,0.9973,7.96
view1,4,view2,17,0.9982,12.2
view1,4,view2,18,0.9977,19.52
view1,4,view2,19,0.9986,19.92
view1,4,view2,20,0.9972,22.52
view1,4,view2,21,0.999,24.4
view1,4,view2,23,0.9985,27.08
view1,4,view2,24,0.9962,29.84
view1,4,view2,25,0.9974,30.76
view1,4,view2,26,0.9964,32.52
view1,4,view2,28,0.9974,33.48
view1,4,view2,29,0.998,36.92
view1,4,view2,30,0.9966,38.8
view1,4,view2,31,0.9983,40.28
view1,4,view2,32,0.9973,40.52
view1,4,view2,33,0.9986,43.08
view1,4,view2,34,0.9973,43.36
view1,4,view2,35,0.9972,45.68
view1,4,view2,36,0.9958,46.2
view1,4,view2,37,0.9946,46.32
view1,4,view2,38,0.9984,48.84
view1,4,view2,39,0.9929,49.28
view1,4,view2,42,0.9945,53.36
view1,4,view2,43,0.997,54.52
view1,4,view2,44,0.994,54.88
view1,4,view2,45,0.9992,55.24
view1,4,view2,46,0.9983,56.76
view1,4,view2,47,0.9983,57.2
view1,4,view2,49,0.9988,63.04
view1,4,view2,50,0.9975,63.56
view1,4,view2,51,0.9976,65.08
view1,4,view2,52,0.9954,65.92
view1,4,view2,53,0.9972,66.4
view1,4,view2,54,0.9943,67.56
view1,4,view2,55,0.9974,70.44
view1,4,view2,56,0.9986,70.8
view1,4,view2,57,0.9987,71.56
view1,4,view2,58,0.9978,71.6
view1,4,view2,59,0.9951,73.0
view1,4,view2,60,0.9967,75.24
view1,4,view2,61,0.9978,75.48
view1,4,view2,62,0.9937,80.96
view1,4,view2,63,0.9985,83.28
view1,4,view2,65,0.9981,83.6
view1,4,view2,66,0.9982,86.24
view1,4,view2,67,0.9939,86.76
view1,4,view2,68,0.9932,87.6
view1,4,view2,69,0.9902,90.12
view1,4,view2,70,0.9972,90.72
view1,4,view2,71,0.9938,91.0
view1,4,view2,72,0.9976,92.56
view1,4,view2,73,0.9949,92.6
view1,4,view2,74,0.9992,94.0
view1,4,view2,75,0.9973,94.84
view1,4,view2,76,0.9984,97.84
view1,4,view2,77,0.9936,99.68
view1,4,view2,78,0.9968,101.72
view1,4,view2,79,0.9985,102.32
view1,4,view2,80,0.999,105.04
view1,4,view2,82,0.9979,106.64
view1,4,view2,83,0.9985,107.96
view1,4,view2,84,0.999,108.08
view1,4,view2,85,0.9971,110.08
view1,4,view2,86,0.9947,113.2
view1,4,view2,87,0.9983,114.28
view1,4,view2,88,0.9962,114.8
view1,4,view2,89,0.9964,114.88
view1,4,view2,91,0.9975,118.92
view1,4,view2,92,0.9955,121.32
view1,4,view2,93,0.9985,122.28
view1,4,view2,94,0.998,123.76
view1,4,view2,95,0.9985,124.76
view1,4,view2,96,0.9944,125.04
view1,4,view2,97,0.9983,129.44
view1,4,view3,1,0.9965,0.0
view1,4,view3,2,0.9958,5.2
view1,4,view3,3,0.9986,0.0
view1,4,view3,4,0.9986,0.0
view1,4,view3,6,0.9976,0.64
view1,4,view3,7,0.9976,2.72
view1,4,view3,8,0.9985,4.84
view1,4,view3,9,0.9978,8.0
view1,4,view3,11,0.9973,11.28
view1,4,view3,12,0.997,15.04
view1,4,view3,13,0.9951,18.2
view1,4,view3,14,0.998,19.08
view1,4,view3,15,0.9975,21.04
view1,4,view3,16,0.9987,32.2
view1,4,view3,17,0.9989,32.84
view1,4,view3,18,0.9969,32.88
view1,4,view3,19,0.996,34.64
view1,4,view3,20,0.997,35.84
view1,4,view3,21,0.998,41.72
view1,4,view3,22,0.9967,42.96
view1,4,view3,23,0.9957,43.92
view1,4,view3,24,0.9979,47.0
view1,4,view3,25,0.9977,49.12
view1,4,view3,27,0.9985,53.96
view1,4,view3,28,0.9962,54.04
view1,4,view3,29,0.9986,56.52
view1,4,view3,30,0.9981,58.88
view1,4,view3,31,0.9975,61.16
view1,4,view3,32,0.9983,62.16
view1,4,view3,33,0.9925,65.2
view1,4,view3,34,0.9973,66.76
view1,4,view3,36,0.9967,72.8
view1,4,view3,37,0.9964,73.4
view1,4,view3,38,0.9986,76.44
view1,4,view3,39,0.9986,78.44
view1,4,view3,40,0.9968,78.88
view1,4,view3,42,0.996,81.32
view1,4,view3,43,0.999,85.92
view1,4,view3,45,0.998,87.68
view1,4,view3,46,0.998,88.0
view1,4,view3,47,0.9985,89.36
view1,4,view3,48,0.9981,89.56
view1,4,view3,49,0.9985,91.2
view1,4,view3,50,0.998,92.24
view1,4,view3,51,0.9989,95.96
view1,4,view3,52,0.9957,96.24
view1,4,view3,54,0.9974,97.8
view1,4,view3,55,0.9973,98.6
view1,4,view3,56,0.9962,104.24
view1,4,view3,57,0.9968,108.32
view1,4,view3,58,0.994,109.4
view1,4,view3,59,0.9979,110.96
view1,4,view3,61,0.9987,115.16
view1,4,view3,62,0.9982,117.0
view1,4,view3,64,0.998,123.16
view1,4,view3,65,0.9965,123.64
view1,4,view3,66,0.9972,125.72
view1,4,view3,67,0.998,129.48
view1,4,view3,68,0.9981,130.6
view1,5,view2,1,0.9946,0.0
view1,5,view2,2,0.9924,0.0
view1,5,view2,4,0.9873,7.52
view1,5,view2,5,0.9925,0.0
view1,5,view2,7,0.9863,1.68
view1,5,view2,8,0.991,0.72
view1,5,view2,10,0.9929,2.4
view1,5,view2,13,0.9862,5.44
view1,5,view2,14,0.9938,8.04
view1,5,view2,15,0.9874,11.96
view1,5,view2,16,0.9941,13.6
view1,5,view2,17,0.9932,17.84
view1,5,view2,18,0.995,25.16
view1,5,view2,19,0.9919,25.56
view1,5,view2,20,0.9957,28.16
view1,5,view2,21,0.9941,30.04
view1,5,view2,23,0.995,32.72
view1,5,view2,24,0.9921,35.48
view1,5,view2,25,0.9943,36.4
view1,5,view2,26,0.9933,38.16
view1,5,view2,28,0.9916,39.12
view1,5,view2,29,0.995,42.56
view1,5,view2,30,0.9954,44.44
view1,5,view2,31,0.9913,45.92
view1,5,view2,32,0.9944,46.16
view1,5,view2,33,0.9954,48.72
view1,5,view2,34,0.9967,49.0
view1,5,view2,35,0.9917,51.32
view1,5,view2,36,0.9917,51.84
view1,5,view2,37,0.9975,51.96
view1,5,view2,38,0.9945,54.48
view1,5,view2,39,0.9978,54.92
view1,5,view2,42,0.9918,59.0
view1,5,view2,43,0.997,60.16
view1,5,view2,44,0.9977,60.52
view1,5,view2,45,0.9928,60.88
view1,5,view2,46,0.9924,62.4
view1,5,view2,47,0.9946,62.84
view1,5,view2,49,0.9936,68.68
view1,5,view2,50,0.9954,69.2
view1,5,view2,51,0.995,70.72
view1,5,view2,52,0.9948,71.56
view1,5,view2,53,0.9959,72.04
view1,5,view2,54,0.9919,73.2
view1,5,view2,55,0.993,76.08
view1,5,view2,56,0.9946,76.44
view1,5,view2,57,0.9906,77.2
view1,5,view2,58,0.992,77.24
view1,5,view2,59,0.9909,78.64
view1,5,view2,60,0.996,80.88
view1,5,view2,61,0.9919,81.12
view1,5,view2,62,0.996,86.6
view1,5,view2,63,0.9945,88.92
view1,5,view2,65,0.9941,89.24
view1,5,view2,66,0.9951,91.88
view1,5,view2,67,0.9917,92.4
view1,5,view2,68,0.9885,93.24
view1,5,view2,69,0.9926,95.76
view1,5,view2,70,0.9938,96.36
view1,5,view2,71,0.992,96.64
view1,5,view2,72,0.9948,98.2
view1,5,view2,73,0.9979,98.24
view1,5,view2,74,0.9933,99.64
view1,5,view2,75,0.997,100.48
view1,5,view2,76,0.9924,103.48
view1,5,view2,77,0.9973,105.32
view1,5,view2,78,0.9942,107.36
view1,5,view2,79,0.994,107.96
view1,5,view2,80,0.9929,110.68
view1,5,view2,82,0.9935,112.28
view1,5,view2,83,0.9945,113.6
view1,5,view2,84,0.9934,113.72
view1,5,view2,85,0.9889,115.72
view1,5,view2,86,0.9953,118.84
view1,5,view2,87,0.9949,119.92
view1,5,view2,88,0.9946,120.44
view1,5,view2,89,0.9955,120.52
view1,5,view2,91,0.9904,124.56
view1,5,view2,92,0.9977,126.96
view1,5,view2,93,0.9916,127.92
view1,5,view2,94,0.9932,129.4
view1,5,view2,95,0.9924,130.4
view1,5,view2,96,0.9978,130.68
view1,5,view2,97,0.9947,135.08
view1,5,view3,1,0.9947,0.0
view1,5,view3,2,0.9894,9.24
view1,5,view3,3,0.9922,0.0
view1,5,view3,4,0.9942,0.0
view1,5,view3,6,0.9931,6.28
view1,5,view3,7,0.9892,8.36
view1,5,view3,8,0.9911,10.48
view1,5,view3,9,0.992,13.64
view1,5,view3,11,0.9934,16.92
view1,5,view3,12,0.9928,20.68
view1,5,view3,13,0.988,23.84
view1,5,view3,14,0.9919,24.72
view1,5,view3,15,0.993,26.68
view1,5,view3,16,0.9926,37.84
view1,5,view3,17,0.9934,38.48
view1,5,view3,18,0.9917,38.52
view1,5,view3,19,0.9895,40.28
view1,5,view3,20,0.9944,41.48
view1,5,view3,21,0.9925,47.36
view1,5,view3,22,0.9886,48.6
view1,5,view3,23,0.9915,49.56
view1,5,view3,24,0.9941,52.64
view1,5,view3,25,0.9927,54.76
view1,5,view3,27,0.9945,59.6
view1,5,view3,28,0.9899,59.68
view1,5,view3,29,0.9912,62.16
view1,5,view3,30,0.9929,64.52
view1,5,view3,31,0.9924,66.8
view1,5,view3,32,0.9932,67.8
view1,5,view3,33,0.9876,70.84
view1,5,view3,34,0.9918,72.4
view1,5,view3,36,0.9915,78.44
view1,5,view3,37,0.9895,79.04
view1,5,view3,38,0.9929,82.08
view1,5,view3,39,0.994,84.08
view1,5,view3,40,0.9898,84.52
view1,5,view3,42,0.989,86.96
view1,5,view3,43,0.9926,91.56
view1,5,view3,45,0.9915,93.32
view1,5,view3,46,0.9934,93.64
view1,5,view3,47,0.993,95.0
view1,5,view3,48,0.9922,95.2
view1,5,view3,49,0.992,96.84
view1,5,view3,50,0.992,97.88
view1,5,view3,51,0.9922,101.6
view1,5,view3,52,0.9907,101.88
view1,5,view3,54,0.992,103.44
view1,5,view3,55,0.9901,104.24
view1,5,view3,56,0.9897,109.88
view1,5,view3,57,0.9897,113.96
view1,5,view3,58,0.9933,115.04
view1,5,view3,59,0.9919,116.6
view1,5,view3,61,0.9927,120.8
view1,5,view3,62,0.9913,122.64
view1,5,view3,64,0.992,128.8
view1,5,view3,65,0.9902,129.28
view1,5,view3,66,0.9951,131.36
view1,5,view3,67,0.9908,135.12
view1,5,view3,68,0.9946,136.24
view1,8,view2,1,0.9986,0.0
view1,8,view2,2,0.9988,6.0
view1,8,view2,4,0.9974,14.52
view1,8,view2,5,0.9962,5.76
view1,8,view2,7,0.9853,8.68
view1,8,view2,8,0.9979,0.0
view1,8,view2,10,0.9996,0.0
view1,8,view2,13,0.9862,0.0
view1,8,view2,14,0.9995,0.0
view1,8,view2,15,0.998,0.0
view1,8,view2,16,0.9964,0.0
view1,8,view2,17,0.9981,0.0
view1,8,view2,18,0.9983,0.56
view1,8,view2,19,0.9988,0.96
view1,8,view2,20,0.998,3.56
view1,8,view2,21,0.9982,5.44
view1,8,view2,23,0.999,8.12
view1,8,view2,24,0.9961,10.88
view1,8,view2,25,0.9987,11.8
view1,8,view2,26,0.998,13.56
view1,8,view2,28,0.9968,14.52
view1,8,view2,29,0.9979,17.96
view1,8,view2,30,0.9963,19.84
