pair_id,shot_A_id,shot_A_view,shot_B_id,shot_B_view,label,pair_type,shot_A_vq,shot_B_vq,shot_A_start,shot_A_end,shot_B_start,shot_B_end,shared_ids
60,6,view2,7,view2,1,positive_intra_view,0.7621,0.7322,900,1049,1050,1199,4;5;7
61,6,view2,7,view3,1,positive_cross_view,0.7621,0.6215,900,1049,1050,1199,7
62,6,view2,8,view2,1,positive_intra_view,0.7621,0.751,900,1049,1200,1349,7
63,6,view3,7,view3,1,positive_intra_view,0.8006,0.6215,900,1049,1050,1199,47
64,6,view3,8,view3,1,positive_intra_view,0.8006,0.7659,900,1049,1200,1349,47
65,7,view1,7,view2,1,positive_cross_view,0.7881,0.7322,1050,1199,1050,1199,5
66,7,view1,7,view3,1,positive_cross_view,0.7881,0.6215,1050,1199,1050,1199,10
67,7,view1,8,view1,1,positive_intra_view,0.7881,0.8191,1050,1199,1200,1349,9;10
68,7,view1,8,view2,1,positive_cross_view,0.7881,0.751,1050,1199,1200,1349,9;10
69,7,view1,8,view3,1,positive_cross_view,0.7881,0.7659,1050,1199,1200,1349,10;48
70,7,view1,9,view1,1,positive_intra_view,0.7881,0.8182,1050,1199,1350,1499,9
71,7,view2,7,view3,1,positive_cross_view,0.7322,0.6215,1050,1199,1050,1199,7
72,7,view2,8,view1,1,positive_cross_view,0.7322,0.8191,1050,1199,1200,1349,7
73,7,view2,8,view2,1,positive_intra_view,0.7322,0.751,1050,1199,1200,1349,7;49
74,7,view2,8,view3,1,positive_cross_view,0.7322,0.7659,1050,1199,1200,1349,7
75,7,view2,9,view2,1,positive_intra_view,0.7322,0.7153,1050,1199,1350,1499,7;49
76,7,view3,8,view1,1,positive_cross_view,0.6215,0.8191,1050,1199,1200,1349,7;10
77,7,view3,8,view2,1,positive_cross_view,0.6215,0.751,1050,1199,1200,1349,7;10
78,7,view3,8,view3,1,positive_intra_view,0.6215,0.7659,1050,1199,1200,1349,7;10;47
79,7,view3,9,view3,1,positive_intra_view,0.6215,0.7976,1050,1199,1350,1499,7;10;47
80,8,view1,8,view2,1,positive_cross_view,0.8191,0.751,1200,1349,1200,1349,7;9;10
81,8,view1,8,view3,1,positive_cross_view,0.8191,0.7659,1200,1349,1200,1349,7;10
82,8,view1,9,view1,1,positive_intra_view,0.8191,0.8182,1200,1349,1350,1499,9;11
83,8,view1,9,view2,1,positive_cross_view,0.8191,0.7153,1200,1349,1350,1499,7;9;11
84,8,view1,9,view3,1,positive_cross_view,0.8191,0.7976,1200,1349,1350,1499,7;9;10
85,8,view1,10,view1,1,positive_intra_view,0.8191,0.8244,1200,1349,1500,1649,9;11
86,8,view2,8,view3,1,positive_cross_view,0.751,0.7659,1200,1349,1200,1349,7;10
87,8,view2,9,view1,1,positive_cross_view,0.751,0.8182,1200,1349,1350,1499,9
88,8,view2,9,view2,1,positive_intra_view,0.751,0.7153,1200,1349,1350,1499,7;9;49
89,8,view2,9,view3,1,positive_cross_view,0.751,0.7976,1200,1349,1350,1499,7;9;10
90,8,view2,10,view2,1,positive_intra_view,0.751,0.6955,1200,1349,1500,1649,9;49
91,8,view3,9,view2,1,positive_cross_view,0.7659,0.7153,1200,1349,1350,1499,7;47
92,8,view3,9,view3,1,positive_intra_view,0.7659,0.7976,1200,1349,1350,1499,7;10;47
93,8,view3,10,view3,1,positive_intra_view,0.7659,0.8489,1200,1349,1500,1649,10
94,9,view1,9,view2,1,positive_cross_view,0.8182,0.7153,1350,1499,1350,1499,9;11;13
95,9,view1,9,view3,1,positive_cross_view,0.8182,0.7976,1350,1499,1350,1499,9
96,9,view1,10,view1,1,positive_intra_view,0.8182,0.8244,1350,1499,1500,1649,9;11;53
97,9,view1,10,view2,1,positive_cross_view,0.8182,0.6955,1350,1499,1500,1649,9;11;13
98,9,view1,10,view3,1,positive_cross_view,0.8182,0.8489,1350,1499,1500,1649,9;13
99,9,view1,11,view1,1,positive_intra_view,0.8182,0.7575,1350,1499,1650,1799,11
100,9,view2,9,view3,1,positive_cross_view,0.7153,0.7976,1350,1499,1350,1499,7;9;47
101,9,view2,10,view1,1,positive_cross_view,0.7153,0.8244,1350,1499,1500,1649,9;11;49
102,9,view2,10,view2,1,positive_intra_view,0.7153,0.6955,1350,1499,1500,1649,9;11;13;47;49
103,9,view2,10,view3,1,positive_cross_view,0.7153,0.8489,1350,1499,1500,1649,9;13
104,9,view2,11,view2,1,positive_intra_view,0.7153,0.7331,1350,1499,1650,1799,11;47;49
105,9,view3,10,view1,1,positive_cross_view,0.7976,0.8244,1350,1499,1500,1649,9
106,9,view3,10,view2,1,positive_cross_view,0.7976,0.6955,1350,1499,1500,1649,9;47
107,9,view3,10,view3,1,positive_intra_view,0.7976,0.8489,1350,1499,1500,1649,9;10;14
108,9,view3,11,view3,1,positive_intra_view,0.7976,0.8062,1350,1499,1650,1799,9;10
109,10,view1,10,view2,1,positive_cross_view,0.8244,0.6955,1500,1649,1500,1649,9;11;49
110,10,view1,10,view3,1,positive_cross_view,0.8244,0.8489,1500,1649,1500,1649,9
111,10,view1,11,view1,1,positive_intra_view,0.8244,0.7575,1500,1649,1650,1799,11;49
112,10,view1,11,view2,1,positive_cross_view,0.8244,0.7331,1500,1649,1650,1799,11;49
113,10,view1,11,view3,1,positive_cross_view,0.8244,0.8062,1500,1649,1650,1799,9
114,10,view1,12,view1,1,positive_intra_view,0.8244,0.7458,1500,1649,1800,1949,11
115,10,view2,10,view3,1,positive_cross_view,0.6955,0.8489,1500,1649,1500,1649,9;13
116,10,view2,11,view1,1,positive_cross_view,0.6955,0.7575,1500,1649,1650,1799,11;49
117,10,view2,11,view2,1,positive_intra_view,0.6955,0.7331,1500,1649,1650,1799,11;15;47;49
118,10,view2,11,view3,1,positive_cross_view,0.6955,0.8062,1500,1649,1650,1799,9;13
119,10,view2,12,view2,1,positive_intra_view,0.6955,0.5936,1500,1649,1800,1949,11;15
120,10,view3,11,view3,1,positive_intra_view,0.8489,0.8062,1500,1649,1650,1799,9;10;13
121,11,view1,11,view2,1,positive_cross_view,0.7575,0.7331,1650,1799,1650,1799,11;49
122,11,view1,12,view1,1,positive_intra_view,0.7575,0.7458,1650,1799,1800,1949,11;16
123,11,view1,12,view2,1,positive_cross_view,0.7575,0.5936,1650,1799,1800,1949,11
124,11,view1,12,view3,1,positive_cross_view,0.7575,0.8428,1650,1799,1800,1949,11
125,11,view1,13,view1,1,positive_intra_view,0.7575,0.8576,1650,1799,1950,2099,16
126,11,view2,12,view1,1,positive_cross_view,0.7331,0.7458,1650,1799,1800,1949,11;15
127,11,view2,12,view2,1,positive_intra_view,0.7331,0.5936,1650,1799,1800,1949,11;15
128,11,view2,12,view3,1,positive_cross_view,0.7331,0.8428,1650,1799,1800,1949,11
129,11,view2,13,view2,1,positive_intra_view,0.7331,0.6878,1650,1799,1950,2099,11;15
130,11,view3,12,view1,1,positive_cross_view,0.8062,0.7458,1650,1799,1800,1949,17
131,11,view3,12,view3,1,positive_intra_view,0.8062,0.8428,1650,1799,1800,1949,17;18
132,11,view3,13,view3,1,positive_intra_view,0.8062,0.7862,1650,1799,1950,2099,18
133,12,view1,12,view2,1,positive_cross_view,0.7458,0.5936,1800,1949,1800,1949,11;15
134,12,view1,12,view3,1,positive_cross_view,0.7458,0.8428,1800,1949,1800,1949,11;17
135,12,view1,13,view1,1,positive_intra_view,0.7458,0.8576,1800,1949,1950,2099,15;16;20
136,12,view1,13,view2,1,positive_cross_view,0.7458,0.6878,1800,1949,1950,2099,11;15
137,12,view1,13,view3,1,positive_cross_view,0.7458,0.7862,1800,1949,1950,2099,11;20
138,12,view1,14,view1,1,positive_intra_view,0.7458,0.8209,1800,1949,2100,2249,15
139,12,view2,12,view3,1,positive_cross_view,0.5936,0.8428,1800,1949,1800,1949,11;19
140,12,view2,13,view1,1,positive_cross_view,0.5936,0.8576,1800,1949,1950,2099,15
141,12,view2,13,view2,1,positive_intra_view,0.5936,0.6878,1800,1949,1950,2099,11;15;19
142,12,view2,13,view3,1,positive_cross_view,0.5936,0.7862,1800,1949,1950,2099,11
143,12,view3,13,view2,1,positive_cross_view,0.8428,0.6878,1800,1949,1950,2099,11;19
144,12,view3,13,view3,1,positive_intra_view,0.8428,0.7862,1800,1949,1950,2099,11;18
145,13,view1,13,view2,1,positive_cross_view,0.8576,0.6878,1950,2099,1950,2099,15
146,13,view1,13,view3,1,positive_cross_view,0.8576,0.7862,1950,2099,1950,2099,20;23
147,13,view1,14,view1,1,positive_intra_view,0.8576,0.8209,1950,2099,2100,2249,15;21;23
148,13,view1,14,view2,1,positive_cross_view,0.8576,0.7942,1950,2099,2100,2249,20
149,13,view1,14,view3,1,positive_cross_view,0.8576,0.7698,1950,2099,2100,2249,20;23
150,13,view1,15,view1,1,positive_intra_view,0.8576,0.7975,1950,2099,2250,2399,15;21;23
151,13,view2,13,view3,1,positive_cross_view,0.6878,0.7862,1950,2099,1950,2099,11
152,13,view2,14,view1,1,positive_cross_view,0.6878,0.8209,1950,2099,2100,2249,15
153,13,view2,14,view2,1,positive_intra_view,0.6878,0.7942,1950,2099,2100,2249,57;85;86
154,13,view2,14,view3,1,positive_cross_view,0.6878,0.7698,1950,2099,2100,2249,57
155,13,view3,14,view1,1,positive_cross_view,0.7862,0.8209,1950,2099,2100,2249,23
156,13,view3,14,view2,1,positive_cross_view,0.7862,0.7942,1950,2099,2100,2249,20
157,13,view3,14,view3,1,positive_intra_view,0.7862,0.7698,1950,2099,2100,2249,20;23
158,13,view3,15,view3,1,positive_intra_view,0.7862,0.6402,1950,2099,2250,2399,20;23
159,14,view1,14,view3,1,positive_cross_view,0.8209,0.7698,2100,2249,2100,2249,23
160,14,view1,15,view1,1,positive_intra_view,0.8209,0.7975,2100,2249,2250,2399,15;21;23;59
161,14,view1,15,view2,1,positive_cross_view,0.8209,0.6743,2100,2249,2250,2399,21;59
162,14,view1,15,view3,1,positive_cross_view,0.8209,0.6402,2100,2249,2250,2399,21;23
163,14,view1,16,view1,1,positive_intra_view,0.8209,0.7873,2100,2249,2400,2549,59
164,14,view2,14,view3,1,positive_cross_view,0.7942,0.7698,2100,2249,2100,2249,20;57
165,14,view2,15,view2,1,positive_intra_view,0.7942,0.6743,2100,2249,2250,2399,20
166,14,view2,15,view3,1,positive_cross_view,0.7942,0.6402,2100,2249,2250,2399,20
167,14,view2,16,view2,1,positive_intra_view,0.7942,0.7606,2100,2249,2400,2549,20
168,14,view3,15,view1,1,positive_cross_view,0.7698,0.7975,2100,2249,2250,2399,23
169,14,view3,15,view2,1,positive_cross_view,0.7698,0.6743,2100,2249,2250,2399,20
170,14,view3,15,view3,1,positive_intra_view,0.7698,0.6402,2100,2249,2250,2399,20;23;58
171,14,view3,16,view3,1,positive_intra_view,0.7698,0.8117,2100,2249,2400,2549,20;58
172,15,view1,15,view2,1,positive_cross_view,0.7975,0.6743,2250,2399,2250,2399,21;59
173,15,view1,15,view3,1,positive_cross_view,0.7975,0.6402,2250,2399,2250,2399,21;23
174,15,view1,16,view1,1,positive_intra_view,0.7975,0.7873,2250,2399,2400,2549,59
175,15,view1,16,view2,1,positive_cross_view,0.7975,0.7606,2250,2399,2400,2549,21;59
176,15,view1,17,view1,1,positive_intra_view,0.7975,0.8204,2250,2399,2550,2699,59
177,15,view2,15,view3,1,positive_cross_view,0.6743,0.6402,2250,2399,2250,2399,20;21
178,15,view2,16,view1,1,positive_cross_view,0.6743,0.7873,2250,2399,2400,2549,59
179,15,view2,16,view2,1,positive_intra_view,0.6743,0.7606,2250,2399,2400,2549,20;21;24;59
180,15,view2,16,view3,1,positive_cross_view,0.6743,0.8117,2250,2399,2400,2549,20
181,15,view2,17,view2,1,positive_intra_view,0.6743,0.697,2250,2399,2550,2699,21;24
182,15,view3,16,view2,1,positive_cross_view,0.6402,0.7606,2250,2399,2400,2549,20;21
183,15,view3,16,view3,1,positive_intra_view,0.6402,0.8117,2250,2399,2400,2549,20;25;58
184,15,view3,17,view3,1,positive_intra_view,0.6402,0.8743,2250,2399,2550,2699,58
185,16,view1,16,view2,1,positive_cross_view,0.7873,0.7606,2400,2549,2400,2549,59;62
186,16,view1,16,view3,1,positive_cross_view,0.7873,0.8117,2400,2549,2400,2549,27
187,16,view1,17,view1,1,positive_intra_view,0.7873,0.8204,2400,2549,2550,2699,26;27;59
188,16,view1,17,view2,1,positive_cross_view,0.7873,0.697,2400,2549,2550,2699,27
189,16,view1,17,view3,1,positive_cross_view,0.7873,0.8743,2400,2549,2550,2699,26;27
190,16,view1,18,view1,1,positive_intra_view,0.7873,0.7305,2400,2549,2700,2849,26;27;59
191,16,view2,16,view3,1,positive_cross_view,0.7606,0.8117,2400,2549,2400,2549,20;64
192,16,view2,17,view1,1,positive_cross_view,0.7606,0.8204,2400,2549,2550,2699,24;59
193,16,view2,17,view2,1,positive_intra_view,0.7606,0.697,2400,2549,2550,2699,21;24;64
194,16,view2,17,view3,1,positive_cross_view,0.7606,0.8743,2400,2549,2550,2699,24
195,16,view2,18,view2,1,positive_intra_view,0.7606,0.7693,2400,2549,2700,2849,21
196,16,view3,17,view1,1,positive_cross_view,0.8117,0.8204,2400,2549,2550,2699,27
197,16,view3,17,view2,1,positive_cross_view,0.8117,0.697,2400,2549,2550,2699,27;64
198,16,view3,17,view3,1,positive_intra_view,0.8117,0.8743,2400,2549,2550,2699,27;58
199,16,view3,18,view3,1,positive_intra_view,0.8117,0.8677,2400,2549,2700,2849,58
200,17,view1,17,view2,1,positive_cross_view,0.8204,0.697,2550,2699,2550,2699,24;27
201,17,view1,17,view3,1,positive_cross_view,0.8204,0.8743,2550,2699,2550,2699,24;26;27;28
202,17,view1,18,view1,1,positive_intra_view,0.8204,0.7305,2550,2699,2700,2849,26;27;59
203,17,view1,18,view2,1,positive_cross_view,0.8204,0.7693,2550,2699,2700,2849,26;27;28
204,17,view1,18,view3,1,positive_cross_view,0.8204,0.8677,2550,2699,2700,2849,26
205,17,view1,19,view1,1,positive_intra_view,0.8204,0.7512,2550,2699,2850,2999,26;27
206,17,view2,17,view3,1,positive_cross_view,0.697,0.8743,2550,2699,2550,2699,24;27
207,17,view2,18,view1,1,positive_cross_view,0.697,0.7305,2550,2699,2700,2849,27
208,17,view2,18,view2,1,positive_intra_view,0.697,0.7693,2550,2699,2700,2849,21;27
209,17,view2,19,view2,1,positive_intra_view,0.697,0.7489,2550,2699,2850,2999,21;27
210,17,view3,18,view1,1,positive_cross_view,0.8743,0.7305,2550,2699,2700,2849,26;27
211,17,view3,18,view2,1,positive_cross_view,0.8743,0.7693,2550,2699,2700,2849,26;27;28
212,17,view3,18,view3,1,positive_intra_view,0.8743,0.8677,2550,2699,2700,2849,26;58
213,18,view1,18,view2,1,positive_cross_view,0.7305,0.7693,2700,2849,2700,2849,26;27;29
214,18,view1,18,view3,1,positive_cross_view,0.7305,0.8677,2700,2849,2700,2849,26
215,18,view1,19,view1,1,positive_intra_view,0.7305,0.7512,2700,2849,2850,2999,26;27;29
216,18,view1,19,view2,1,positive_cross_view,0.7305,0.7489,2700,2849,2850,2999,27
217,18,view2,18,view3,1,positive_cross_view,0.7693,0.8677,2700,2849,2700,2849,26
218,18,view2,19,view1,1,positive_cross_view,0.7693,0.7512,2700,2849,2850,2999,26;27;29
219,18,view2,19,view2,1,positive_intra_view,0.7693,0.7489,2700,2849,2850,2999,21;27;28;31
220,18,view2,20,view2,1,positive_intra_view,0.7693,0.741,2700,2849,3000,3149,27;28;31
221,18,view3,19,view1,1,positive_cross_view,0.8677,0.7512,2700,2849,2850,2999,26
222,18,view3,19,view3,1,positive_intra_view,0.8677,0.8159,2700,2849,2850,2999,30;65
223,19,view1,19,view2,1,positive_cross_view,0.7512,0.7489,2850,2999,2850,2999,27
224,19,view1,20,view1,1,positive_intra_view,0.7512,0.8247,2850,2999,3000,3149,32;71
225,19,view1,20,view2,1,positive_cross_view,0.7512,0.741,2850,2999,3000,3149,27;32
226,19,view1,21,view1,1,positive_intra_view,0.7512,0.8314,2850,2999,3150,3299,32
227,19,view2,20,view1,1,positive_cross_view,0.7489,0.8247,2850,2999,3000,3149,31
228,19,view2,20,view2,1,positive_intra_view,0.7489,0.741,2850,2999,3000,3149,27;28;31
229,19,view2,20,view3,1,positive_cross_view,0.7489,0.6432,2850,2999,3000,3149,31
230,19,view2,21,view2,1,positive_intra_view,0.7489,0.7228,2850,2999,3150,3299,28;31
231,19,view3,20,view1,1,positive_cross_view,0.8159,0.8247,2850,2999,3000,3149,67
232,19,view3,20,view2,1,positive_cross_view,0.8159,0.741,2850,2999,3000,3149,30
233,19,view3,20,view3,1,positive_intra_view,0.8159,0.6432,2850,2999,3000,3149,69
234,19,view3,21,view3,1,positive_intra_view,0.8159,0.6118,2850,2999,3150,3299,69
235,20,view1,20,view2,1,positive_cross_view,0.8247,0.741,3000,3149,3000,3149,31;32
236,20,view1,20,view3,1,positive_cross_view,0.8247,0.6432,3000,3149,3000,3149,31
237,20,view1,21,view1,1,positive_intra_view,0.8247,0.8314,3000,3149,3150,3299,31;32;67;72;73
238,20,view1,21,view2,1,positive_cross_view,0.8247,0.7228,3000,3149,3150,3299,31;32
239,20,view1,22,view1,1,positive_intra_view,0.8247,0.6927,3000,3149,3300,3449,32;67;72;73
240,20,view2,20,view3,1,positive_cross_view,0.741,0.6432,3000,3149,3000,3149,31;74
241,20,view2,21,view1,1,positive_cross_view,0.741,0.8314,3000,3149,3150,3299,31;32
242,20,view2,21,view2,1,positive_intra_view,0.741,0.7228,3000,3149,3150,3299,28;31;32
243,20,view2,22,view2,1,positive_intra_view,0.741,0.6362,3000,3149,3300,3449,31;32
244,20,view3,21,view1,1,positive_cross_view,0.6432,0.8314,3000,3149,3150,3299,31
245,20,view3,21,view2,1,positive_cross_view,0.6432,0.7228,3000,3149,3150,3299,31
246,20,view3,21,view3,1,positive_intra_view,0.6432,0.6118,3000,3149,3150,3299,69;75
247,20,view3,22,view3,1,positive_intra_view,0.6432,0.8185,3000,3149,3300,3449,75
248,21,view1,21,view2,1,positive_cross_view,0.8314,0.7228,3150,3299,3150,3299,31;32
249,21,view1,22,view1,1,positive_intra_view,0.8314,0.6927,3150,3299,3300,3449,32;67;72;73
250,21,view1,22,view2,1,positive_cross_view,0.8314,0.6362,3150,3299,3300,3449,31;32;73
251,21,view1,22,view3,1,positive_cross_view,0.8314,0.8185,3150,3299,3300,3449,72
252,21,view1,23,view1,1,positive_intra_view,0.8314,0.8504,3150,3299,3450,3599,32
253,21,view2,22,view1,1,positive_cross_view,0.7228,0.6927,3150,3299,3300,3449,32
254,21,view2,22,view2,1,positive_intra_view,0.7228,0.6362,3150,3299,3300,3449,31;32;34
255,21,view2,23,view2,1,positive_intra_view,0.7228,0.7618,3150,3299,3450,3599,32;34
256,21,view3,22,view3,1,positive_intra_view,0.6118,0.8185,3150,3299,3300,3449,35;75
257,22,view1,22,view2,1,positive_cross_view,0.6927,0.6362,3300,3449,3300,3449,32;73
258,22,view1,22,view3,1,positive_cross_view,0.6927,0.8185,3300,3449,3300,3449,72
259,22,view1,23,view1,1,positive_intra_view,0.6927,0.8504,3300,3449,3450,3599,32
260,22,view1,23,view2,1,positive_cross_view,0.6927,0.7618,3300,3449,3450,3599,32
261,22,view1,23,view3,1,positive_cross_view,0.6927,0.7661,3300,3449,3450,3599,72
262,22,view2,23,view1,1,positive_cross_view,0.6362,0.8504,3300,3449,3450,3599,32
263,22,view2,23,view2,1,positive_intra_view,0.6362,0.7618,3300,3449,3450,3599,32;34
264,22,view2,24,view2,1,positive_intra_view,0.6362,0.7346,3300,3449,3600,3749,32;34
265,22,view3,23,view1,1,positive_cross_view,0.8185,0.8504,3300,3449,3450,3599,35
266,22,view3,23,view2,1,positive_cross_view,0.8185,0.7618,3300,3449,3450,3599,35
267,22,view3,23,view3,1,positive_intra_view,0.8185,0.7661,3300,3449,3450,3599,72
268,22,view3,24,view3,1,positive_intra_view,0.8185,0.733,3300,3449,3600,3749,72
269,23,view1,23,view2,1,positive_cross_view,0.8504,0.7618,3450,3599,3450,3599,32;35
270,23,view1,23,view3,1,positive_cross_view,0.8504,0.7661,3450,3599,3450,3599,36
271,23,view1,24,view1,1,positive_intra_view,0.8504,0.7548,3450,3599,3600,3749,36
272,23,view1,24,view2,1,positive_cross_view,0.8504,0.7346,3450,3599,3600,3749,32
273,23,view1,24,view3,1,positive_cross_view,0.8504,0.733,3450,3599,3600,3749,36
274,23,view2,24,view1,1,positive_cross_view,0.7618,0.7548,3450,3599,3600,3749,39;76
275,23,view2,24,view2,1,positive_intra_view,0.7618,0.7346,3450,3599,3600,3749,32;34;39;76
276,23,view2,25,view2,1,positive_intra_view,0.7618,0.7472,3450,3599,3750,3899,34;39
277,23,view3,24,view1,1,positive_cross_view,0.7661,0.7548,3450,3599,3600,3749,36
278,23,view3,24,view3,1,positive_intra_view,0.7661,0.733,3450,3599,3600,3749,36;37;72
279,23,view3,25,view3,1,positive_intra_view,0.7661,0.7864,3450,3599,3750,3899,36;72
280,24,view1,24,view2,1,positive_cross_view,0.7548,0.7346,3600,3749,3600,3749,39;76
281,24,view1,24,view3,1,positive_cross_view,0.7548,0.733,3600,3749,3600,3749,36
282,24,view1,25,view1,1,positive_intra_view,0.7548,0.8287,3600,3749,3750,3899,39
283,24,view1,25,view2,1,positive_cross_view,0.7548,0.7472,3600,3749,3750,3899,39
284,24,view1,25,view3,1,positive_cross_view,0.7548,0.7864,3600,3749,3750,3899,36;39
285,24,view2,25,view1,1,positive_cross_view,0.7346,0.8287,3600,3749,3750,3899,34;39
286,24,view2,25,view2,1,positive_intra_view,0.7346,0.7472,3600,3749,3750,3899,34;39;40
287,24,view2,25,view3,1,positive_cross_view,0.7346,0.7864,3600,3749,3750,3899,39
288,24,view2,26,view2,1,positive_intra_view,0.7346,0.6694,3600,3749,3900,3914,34;39;40
289,24,view3,25,view1,1,positive_cross_view,0.733,0.8287,3600,3749,3750,3899,37
290,24,view3,25,view3,1,positive_intra_view,0.733,0.7864,3600,3749,3750,3899,36;72
291,24,view3,26,view3,1,positive_intra_view,0.733,0.5559,3600,3749,3900,3913,72
292,25,view1,25,view2,1,positive_cross_view,0.8287,0.7472,3750,3899,3750,3899,34;39
293,25,view1,25,view3,1,positive_cross_view,0.8287,0.7864,3750,3899,3750,3899,39;41
294,25,view1,26,view1,1,positive_intra_view,0.8287,0.6032,3750,3899,3900,3911,34;37
