pair_id,shot_A_id,shot_A_view,shot_B_id,shot_B_view,label,pair_type,shot_A_vq,shot_B_vq,shot_A_start,shot_A_end,shot_B_start,shot_B_end,shared_ids
34,4,view1,4,view3,1,positive_cross_view,0.7881,0.7395,1000,1249,1000,1249,10;48
35,4,view1,5,view1,1,positive_intra_view,0.7881,0.8191,1000,1249,1250,1499,9;10
36,4,view1,5,view2,1,positive_cross_view,0.7881,0.7153,1000,1249,1250,1499,9
37,4,view1,5,view3,1,positive_cross_view,0.7881,0.7976,1000,1249,1250,1499,10;48
38,4,view1,6,view1,1,positive_intra_view,0.7881,0.8244,1000,1249,1500,1749,9
39,4,view2,4,view3,1,positive_cross_view,0.751,0.7395,1000,1249,1000,1249,7
40,4,view2,5,view2,1,positive_intra_view,0.751,0.7153,1000,1249,1250,1499,7;49
41,4,view2,5,view3,1,positive_cross_view,0.751,0.7976,1000,1249,1250,1499,7
42,4,view2,6,view2,1,positive_intra_view,0.751,0.7331,1000,1249,1500,1749,49
43,4,view3,5,view1,1,positive_cross_view,0.7395,0.8191,1000,1249,1250,1499,10
44,4,view3,5,view2,1,positive_cross_view,0.7395,0.7153,1000,1249,1250,1499,7;47
45,4,view3,5,view3,1,positive_intra_view,0.7395,0.7976,1000,1249,1250,1499,7;10;47;48
46,4,view3,6,view3,1,positive_intra_view,0.7395,0.8489,1000,1249,1500,1749,10
47,5,view1,5,view2,1,positive_cross_view,0.8191,0.7153,1250,1499,1250,1499,9;11
48,5,view1,5,view3,1,positive_cross_view,0.8191,0.7976,1250,1499,1250,1499,10
49,5,view1,6,view1,1,positive_intra_view,0.8191,0.8244,1250,1499,1500,1749,9;11;12;53
50,5,view1,6,view2,1,positive_cross_view,0.8191,0.7331,1250,1499,1500,1749,11
51,5,view1,6,view3,1,positive_cross_view,0.8191,0.8489,1250,1499,1500,1749,9;10;12
52,5,view1,7,view1,1,positive_intra_view,0.8191,0.8001,1250,1499,1750,1999,11
53,5,view2,5,view3,1,positive_cross_view,0.7153,0.7976,1250,1499,1250,1499,7;47
54,5,view2,6,view1,1,positive_cross_view,0.7153,0.8244,1250,1499,1500,1749,9;11;49
55,5,view2,6,view2,1,positive_intra_view,0.7153,0.7331,1250,1499,1500,1749,11;47;49
56,5,view2,6,view3,1,positive_cross_view,0.7153,0.8489,1250,1499,1500,1749,9
57,5,view2,7,view2,1,positive_intra_view,0.7153,0.6466,1250,1499,1750,1999,11
58,5,view3,6,view2,1,positive_cross_view,0.7976,0.7331,1250,1499,1500,1749,47
59,5,view3,6,view3,1,positive_intra_view,0.7976,0.8489,1250,1499,1500,1749,10
60,6,view1,6,view2,1,positive_cross_view,0.8244,0.7331,1500,1749,1500,1749,11;49
61,6,view1,6,view3,1,positive_cross_view,0.8244,0.8489,1500,1749,1500,1749,9;12
62,6,view1,7,view1,1,positive_intra_view,0.8244,0.8001,1500,1749,1750,1999,11;49
63,6,view1,7,view2,1,positive_cross_view,0.8244,0.6466,1500,1749,1750,1999,11;12
64,6,view1,7,view3,1,positive_cross_view,0.8244,0.8428,1500,1749,1750,1999,11;12
65,6,view2,6,view3,1,positive_cross_view,0.7331,0.8489,1500,1749,1500,1749,13
66,6,view2,7,view1,1,positive_cross_view,0.7331,0.8001,1500,1749,1750,1999,11;15;49
67,6,view2,7,view2,1,positive_intra_view,0.7331,0.6466,1500,1749,1750,1999,11;15
68,6,view2,7,view3,1,positive_cross_view,0.7331,0.8428,1500,1749,1750,1999,11
69,6,view3,7,view2,1,positive_cross_view,0.8489,0.6466,1500,1749,1750,1999,12
70,6,view3,7,view3,1,positive_intra_view,0.8489,0.8428,1500,1749,1750,1999,12
71,6,view3,8,view3,1,positive_intra_view,0.8489,0.7862,1500,1749,2000,2249,12
72,7,view1,7,view2,1,positive_cross_view,0.8001,0.6466,1750,1999,1750,1999,11;15
73,7,view1,7,view3,1,positive_cross_view,0.8001,0.8428,1750,1999,1750,1999,11;17
74,7,view1,8,view1,1,positive_intra_view,0.8001,0.8576,1750,1999,2000,2249,15;21
75,7,view1,8,view2,1,positive_cross_view,0.8001,0.7942,1750,1999,2000,2249,20
76,7,view1,8,view3,1,positive_cross_view,0.8001,0.7862,1750,1999,2000,2249,20
77,7,view1,9,view1,1,positive_intra_view,0.8001,0.7975,1750,1999,2250,2499,15;21
78,7,view2,7,view3,1,positive_cross_view,0.6466,0.8428,1750,1999,1750,1999,11;12
79,7,view2,8,view1,1,positive_cross_view,0.6466,0.8576,1750,1999,2000,2249,15
80,7,view2,8,view2,1,positive_intra_view,0.6466,0.7942,1750,1999,2000,2249,12
81,7,view2,8,view3,1,positive_cross_view,0.6466,0.7862,1750,1999,2000,2249,12
82,7,view3,8,view2,1,positive_cross_view,0.8428,0.7942,1750,1999,2000,2249,12
83,7,view3,8,view3,1,positive_intra_view,0.8428,0.7862,1750,1999,2000,2249,12;18
84,8,view1,8,view3,1,positive_cross_view,0.8576,0.7862,2000,2249,2000,2249,23
85,8,view1,9,view1,1,positive_intra_view,0.8576,0.7975,2000,2249,2250,2499,15;21
86,8,view1,9,view2,1,positive_cross_view,0.8576,0.7606,2000,2249,2250,2499,21
87,8,view1,9,view3,1,positive_cross_view,0.8576,0.8117,2000,2249,2250,2499,21;23
88,8,view2,8,view3,1,positive_cross_view,0.7942,0.7862,2000,2249,2000,2249,12;20
89,8,view2,9,view2,1,positive_intra_view,0.7942,0.7606,2000,2249,2250,2499,20
90,8,view2,9,view3,1,positive_cross_view,0.7942,0.8117,2000,2249,2250,2499,20
91,8,view2,10,view2,1,positive_intra_view,0.7942,0.7693,2000,2249,2500,2749,20
92,8,view3,9,view2,1,positive_cross_view,0.7862,0.7606,2000,2249,2250,2499,20
93,8,view3,9,view3,1,positive_intra_view,0.7862,0.8117,2000,2249,2250,2499,20;23;58
94,8,view3,10,view3,1,positive_intra_view,0.7862,0.8743,2000,2249,2500,2749,20;58
95,9,view1,9,view2,1,positive_cross_view,0.7975,0.7606,2250,2499,2250,2499,21;59;62
96,9,view1,9,view3,1,positive_cross_view,0.7975,0.8117,2250,2499,2250,2499,21
97,9,view1,10,view1,1,positive_intra_view,0.7975,0.8204,2250,2499,2500,2749,26;27;59
98,9,view1,10,view2,1,positive_cross_view,0.7975,0.7693,2250,2499,2500,2749,21;27;62
99,9,view1,10,view3,1,positive_cross_view,0.7975,0.8743,2250,2499,2500,2749,26;27
100,9,view1,11,view1,1,positive_intra_view,0.7975,0.7512,2250,2499,2750,2999,26;27
101,9,view2,9,view3,1,positive_cross_view,0.7606,0.8117,2250,2499,2250,2499,20;21
102,9,view2,10,view1,1,positive_cross_view,0.7606,0.8204,2250,2499,2500,2749,59
103,9,view2,10,view2,1,positive_intra_view,0.7606,0.7693,2250,2499,2500,2749,20;21;24;62
104,9,view2,10,view3,1,positive_cross_view,0.7606,0.8743,2250,2499,2500,2749,20;24
105,9,view2,11,view2,1,positive_intra_view,0.7606,0.7489,2250,2499,2750,2999,21
106,9,view3,10,view2,1,positive_cross_view,0.8117,0.7693,2250,2499,2500,2749,20;21
107,9,view3,10,view3,1,positive_intra_view,0.8117,0.8743,2250,2499,2500,2749,20;58
108,10,view1,10,view2,1,positive_cross_view,0.8204,0.7693,2500,2749,2500,2749,27
109,10,view1,10,view3,1,positive_cross_view,0.8204,0.8743,2500,2749,2500,2749,26;27;28
110,10,view1,11,view1,1,positive_intra_view,0.8204,0.7512,2500,2749,2750,2999,26;27
111,10,view1,11,view2,1,positive_cross_view,0.8204,0.7489,2500,2749,2750,2999,27;28
112,10,view1,11,view3,1,positive_cross_view,0.8204,0.8677,2500,2749,2750,2999,26
113,10,view2,10,view3,1,positive_cross_view,0.7693,0.8743,2500,2749,2500,2749,20;24;27;64
114,10,view2,11,view1,1,positive_cross_view,0.7693,0.7512,2500,2749,2750,2999,27
115,10,view2,11,view2,1,positive_intra_view,0.7693,0.7489,2500,2749,2750,2999,21;27
116,10,view2,12,view2,1,positive_intra_view,0.7693,0.741,2500,2749,3000,3249,27
117,10,view3,11,view1,1,positive_cross_view,0.8743,0.7512,2500,2749,2750,2999,26;27
118,10,view3,11,view2,1,positive_cross_view,0.8743,0.7489,2500,2749,2750,2999,27;28
119,10,view3,11,view3,1,positive_intra_view,0.8743,0.8677,2500,2749,2750,2999,26;65
120,11,view1,11,view2,1,positive_cross_view,0.7512,0.7489,2750,2999,2750,2999,27
121,11,view1,11,view3,1,positive_cross_view,0.7512,0.8677,2750,2999,2750,2999,26
122,11,view1,12,view1,1,positive_intra_view,0.7512,0.8247,2750,2999,3000,3249,32
123,11,view1,12,view2,1,positive_cross_view,0.7512,0.741,2750,2999,3000,3249,27;32
124,11,view1,13,view1,1,positive_intra_view,0.7512,0.8314,2750,2999,3250,3499,32
125,11,view2,12,view1,1,positive_cross_view,0.7489,0.8247,2750,2999,3000,3249,31
126,11,view2,12,view2,1,positive_intra_view,0.7489,0.741,2750,2999,3000,3249,27;28;31
127,11,view2,13,view2,1,positive_intra_view,0.7489,0.7342,2750,2999,3250,3499,31
128,11,view3,12,view1,1,positive_cross_view,0.8677,0.8247,2750,2999,3000,3249,67
129,11,view3,12,view3,1,positive_intra_view,0.8677,0.6432,2750,2999,3000,3249,69
130,12,view1,12,view2,1,positive_cross_view,0.8247,0.741,3000,3249,3000,3249,31;32
131,12,view1,13,view1,1,positive_intra_view,0.8247,0.8314,3000,3249,3250,3499,32;67;72;73
132,12,view1,13,view2,1,positive_cross_view,0.8247,0.7342,3000,3249,3250,3499,31;32
133,12,view1,13,view3,1,positive_cross_view,0.8247,0.8185,3000,3249,3250,3499,72
134,12,view2,13,view1,1,positive_cross_view,0.741,0.8314,3000,3249,3250,3499,32
135,12,view2,13,view2,1,positive_intra_view,0.741,0.7342,3000,3249,3250,3499,31;32;34
136,12,view2,14,view2,1,positive_intra_view,0.741,0.7618,3000,3249,3500,3749,32;34
137,12,view2,15,view2,1,positive_intra_view,0.741,0.7472,3000,3249,3750,3914,34
138,12,view3,13,view3,1,positive_intra_view,0.6432,0.8185,3000,3249,3250,3499,75
139,13,view1,13,view2,1,positive_cross_view,0.8314,0.7342,3250,3499,3250,3499,32
140,13,view1,13,view3,1,positive_cross_view,0.8314,0.8185,3250,3499,3250,3499,72
141,13,view1,14,view1,1,positive_intra_view,0.8314,0.8504,3250,3499,3500,3749,36
142,13,view1,14,view2,1,positive_cross_view,0.8314,0.7618,3250,3499,3500,3749,32
143,13,view1,14,view3,1,positive_cross_view,0.8314,0.733,3250,3499,3500,3749,36;38;72
144,13,view2,14,view2,1,positive_intra_view,0.7342,0.7618,3250,3499,3500,3749,32;34
145,13,view2,15,view2,1,positive_intra_view,0.7342,0.7472,3250,3499,3750,3914,34
146,13,view3,14,view1,1,positive_cross_view,0.8185,0.8504,3250,3499,3500,3749,35
147,13,view3,14,view2,1,positive_cross_view,0.8185,0.7618,3250,3499,3500,3749,35
148,13,view3,14,view3,1,positive_intra_view,0.8185,0.733,3250,3499,3500,3749,37;72
149,13,view3,15,view3,1,positive_intra_view,0.8185,0.7864,3250,3499,3750,3913,72
150,14,view1,14,view2,1,positive_cross_view,0.8504,0.7618,3500,3749,3500,3749,35;39;76
151,14,view1,14,view3,1,positive_cross_view,0.8504,0.733,3500,3749,3500,3749,36
152,14,view1,15,view1,1,positive_intra_view,0.8504,0.8287,3500,3749,3750,3911,39
153,14,view1,15,view2,1,positive_cross_view,0.8504,0.7472,3500,3749,3750,3914,39
154,14,view1,15,view3,1,positive_cross_view,0.8504,0.7864,3500,3749,3750,3913,36;39
155,14,view2,15,view1,1,positive_cross_view,0.7618,0.8287,3500,3749,3750,3911,34;39
156,14,view2,15,view2,1,positive_intra_view,0.7618,0.7472,3500,3749,3750,3914,34;39
157,14,view2,15,view3,1,positive_cross_view,0.7618,0.7864,3500,3749,3750,3913,39
158,14,view3,15,view1,1,positive_cross_view,0.733,0.8287,3500,3749,3750,3911,37
159,14,view3,15,view3,1,positive_intra_view,0.733,0.7864,3500,3749,3750,3913,36;72
160,15,view1,15,view2,1,positive_cross_view,0.8287,0.7472,3750,3911,3750,3914,34;39
161,15,view1,15,view3,1,positive_cross_view,0.8287,0.7864,3750,3911,3750,3913,39;41
162,15,view2,15,view3,1,positive_cross_view,0.7472,0.7864,3750,3914,3750,3913,39
163,0,view2,1,view1,0,hard_negative,0.5792,0.8409,0,249,250,499,
164,2,view3,4,view1,0,hard_negative,0.6926,0.7881,500,749,1000,1249,
165,8,view2,10,view1,0,hard_negative,0.7942,0.8204,2000,2249,2500,2749,
166,2,view2,4,view1,0,hard_negative,0.794,0.7881,500,749,1000,1249,
167,10,view3,12,view1,0,hard_negative,0.8743,0.8247,2500,2749,3000,3249,
168,7,view3,9,view2,0,hard_negative,0.8428,0.7606,1750,1999,2250,2499,
169,0,view1,1,view3,0,hard_negative,0.2982,0.8268,0,249,250,499,
170,11,view2,13,view3,0,hard_negative,0.7489,0.8185,2750,2999,3250,3499,
171,6,view3,8,view1,0,hard_negative,0.8489,0.8576,1500,1749,2000,2249,
172,0,view1,2,view3,0,hard_negative,0.2982,0.6926,0,249,500,749,
173,1,view3,2,view1,0,hard_negative,0.8268,0.8484,250,499,500,749,
174,6,view3,7,view1,0,hard_negative,0.8489,0.8001,1500,1749,1750,1999,
175,13,view2,14,view1,0,hard_negative,0.7342,0.8504,3250,3499,3500,3749,
176,8,view3,9,view1,0,hard_negative,0.7862,0.7975,2000,2249,2250,2499,
177,2,view3,3,view1,0,hard_negative,0.6926,0.7778,500,749,750,999,
178,4,view2,6,view3,0,hard_negative,0.751,0.8489,1000,1249,1500,1749,
179,5,view3,7,view1,0,hard_negative,0.7976,0.8001,1250,1499,1750,1999,
180,1,view3,2,view2,0,hard_negative,0.8268,0.794,250,499,500,749,
181,0,view2,2,view3,0,hard_negative,0.5792,0.6926,0,249,500,749,
182,10,view1,12,view3,0,hard_negative,0.8204,0.6432,2500,2749,3000,3249,
183,7,view3,9,view1,0,hard_negative,0.8428,0.7975,1750,1999,2250,2499,
184,7,view3,8,view1,0,hard_negative,0.8428,0.8576,1750,1999,2000,2249,
185,1,view1,2,view2,0,hard_negative,0.8409,0.794,250,499,500,749,
186,11,view2,11,view3,0,hard_negative,0.7489,0.8677,2750,2999,2750,2999,
187,0,view3,2,view2,0,hard_negative,0.4615,0.794,0,249,500,749,
188,6,view2,8,view3,0,hard_negative,0.7331,0.7862,1500,1749,2000,2249,
189,11,view3,13,view2,0,hard_negative,0.8677,0.7342,2750,2999,3250,3499,
190,9,view3,11,view1,0,hard_negative,0.8117,0.7512,2250,2499,2750,2999,
191,3,view3,5,view1,0,hard_negative,0.8006,0.8191,750,999,1250,1499,
192,0,view2,1,view3,0,hard_negative,0.5792,0.8268,0,249,250,499,
193,12,view3,14,view2,0,hard_negative,0.6432,0.7618,3000,3249,3500,3749,
194,11,view3,12,view2,0,hard_negative,0.8677,0.741,2750,2999,3000,3249,
195,4,view3,6,view1,0,hard_negative,0.7395,0.8244,1000,1249,1500,1749,
196,0,view1,2,view2,0,hard_negative,0.2982,0.794,0,249,500,749,
197,0,view2,2,view1,0,hard_negative,0.5792,0.8484,0,249,500,749,
198,1,view3,3,view1,0,hard_negative,0.8268,0.7778,250,499,750,999,
199,9,view2,11,view3,0,hard_negative,0.7606,0.8677,2250,2499,2750,2999,
200,14,view3,15,view2,0,hard_negative,0.733,0.7472,3500,3749,3750,3914,
201,12,view2,14,view1,0,hard_negative,0.741,0.8504,3000,3249,3500,3749,
202,1,view1,3,view3,0,hard_negative,0.8409,0.8006,250,499,750,999,
203,10,view2,12,view1,0,hard_negative,0.7693,0.8247,2500,2749,3000,3249,
204,2,view1,2,view2,0,hard_negative,0.8484,0.794,500,749,500,749,
205,11,view1,13,view3,0,hard_negative,0.7512,0.8185,2750,2999,3250,3499,
206,12,view2,12,view3,0,hard_negative,0.741,0.6432,3000,3249,3000,3249,
207,14,view2,14,view3,0,hard_negative,0.7618,0.733,3500,3749,3500,3749,
208,1,view1,1,view3,0,hard_negative,0.8409,0.8268,250,499,250,499,
209,3,view1,5,view3,0,hard_negative,0.7778,0.7976,750,999,1250,1499,
210,12,view1,12,view3,0,hard_negative,0.8247,0.6432,3000,3249,3000,3249,
211,13,view1,15,view2,0,hard_negative,0.8314,0.7472,3250,3499,3750,3914,
212,1,view2,2,view3,0,hard_negative,0.8068,0.6926,250,499,500,749,
213,3,view2,4,view1,0,hard_negative,0.7621,0.7881,750,999,1000,1249,
214,2,view1,4,view3,0,hard_negative,0.8484,0.7395,500,749,1000,1249,
215,3,view1,4,view3,0,hard_negative,0.7778,0.7395,750,999,1000,1249,
216,8,view1,8,view2,0,hard_negative,0.8576,0.7942,2000,2249,2000,2249,
217,4,view2,5,view1,0,hard_negative,0.751,0.8191,1000,1249,1250,1499,
218,12,view2,13,view3,0,hard_negative,0.741,0.8185,3000,3249,3250,3499,
219,3,view1,4,view2,0,hard_negative,0.7778,0.751,750,999,1000,1249,
220,2,view1,4,view2,0,hard_negative,0.8484,0.751,500,749,1000,1249,
221,11,view2,13,view1,0,hard_negative,0.7489,0.8314,2750,2999,3250,3499,
222,8,view2,9,view1,0,hard_negative,0.7942,0.7975,2000,2249,2250,2499,
223,12,view2,14,view3,0,hard_negative,0.741,0.733,3000,3249,3500,3749,
224,0,view3,1,view1,0,hard_negative,0.4615,0.8409,0,249,250,499,
225,0,view3,2,view1,0,hard_negative,0.4615,0.8484,0,249,500,749,
226,8,view1,10,view3,0,hard_negative,0.8576,0.8743,2000,2249,2500,2749,
227,4,view1,4,view2,0,hard_negative,0.7881,0.751,1000,1249,1000,1249,
228,1,view2,1,view3,0,hard_negative,0.8068,0.8268,250,499,250,499,
229,3,view2,5,view1,0,hard_negative,0.7621,0.8191,750,999,1250,1499,
230,11,view1,12,view3,0,hard_negative,0.7512,0.6432,2750,2999,3000,3249,
231,10,view2,12,view3,0,hard_negative,0.7693,0.6432,2500,2749,3000,3249,
232,8,view3,10,view1,0,hard_negative,0.7862,0.8204,2000,2249,2500,2749,
233,3,view1,3,view2,0,hard_negative,0.7778,0.7621,750,999,750,999,
234,5,view3,7,view2,0,hard_negative,0.7976,0.6466,1250,1499,1750,1999,
235,2,view2,3,view1,0,hard_negative,0.794,0.7778,500,749,750,999,
236,13,view3,15,view2,0,hard_negative,0.8185,0.7472,3250,3499,3750,3914,
237,12,view3,14,view1,0,hard_negative,0.6432,0.8504,3000,3249,3500,3749,
238,2,view2,2,view3,0,hard_negative,0.794,0.6926,500,749,500,749,
239,5,view3,6,view1,0,hard_negative,0.7976,0.8244,1250,1499,1500,1749,
240,7,view2,9,view3,0,hard_negative,0.6466,0.8117,1750,1999,2250,2499,
241,1,view2,3,view3,0,hard_negative,0.8068,0.8006,250,499,750,999,
242,1,view1,3,view2,0,hard_negative,0.8409,0.7621,250,499,750,999,
243,13,view2,15,view3,0,hard_negative,0.7342,0.7864,3250,3499,3750,3913,
244,0,view1,10,view1,0,easy_negative,0.2982,0.8204,0,249,2500,2749,
245,3,view2,15,view3,0,easy_negative,0.7621,0.7864,750,999,3750,3913,
246,10,view2,13,view1,0,easy_negative,0.7693,0.8314,2500,2749,3250,3499,
247,3,view1,11,view2,0,easy_negative,0.7778,0.7489,750,999,2750,2999,
248,5,view3,8,view1,0,easy_negative,0.7976,0.8576,1250,1499,2000,2249,
249,8,view1,13,view3,0,easy_negative,0.8576,0.8185,2000,2249,3250,3499,
250,0,view2,13,view3,0,easy_negative,0.5792,0.8185,0,249,3250,3499,
251,4,view2,11,view1,0,easy_negative,0.751,0.7512,1000,1249,2750,2999,
252,5,view1,11,view3,0,easy_negative,0.8191,0.8677,1250,1499,2750,2999,
253,10,view1,13,view1,0,easy_negative,0.8204,0.8314,2500,2749,3250,3499,
254,0,view1,5,view1,0,easy_negative,0.2982,0.8191,0,249,1250,1499,
255,5,view3,13,view1,0,easy_negative,0.7976,0.8314,1250,1499,3250,3499,
256,1,view3,13,view1,0,easy_negative,0.8268,0.8314,250,499,3250,3499,
257,8,view3,15,view1,0,easy_negative,0.7862,0.8287,2000,2249,3750,3911,
258,5,view1,15,view2,0,easy_negative,0.8191,0.7472,1250,1499,3750,3914,
259,0,view2,12,view2,0,easy_negative,0.5792,0.741,0,249,3000,3249,
260,5,view1,13,view2,0,easy_negative,0.8191,0.7342,1250,1499,3250,3499,
261,2,view2,5,view1,0,easy_negative,0.794,0.8191,500,749,1250,1499,
262,3,view3,13,view2,0,easy_negative,0.8006,0.7342,750,999,3250,3499,
263,5,view2,11,view2,0,easy_negative,0.7153,0.7489,1250,1499,2750,2999,
264,5,view1,14,view2,0,easy_negative,0.8191,0.7618,1250,1499,3500,3749,
265,3,view3,9,view1,0,easy_negative,0.8006,0.7975,750,999,2250,2499,
266,4,view2,10,view2,0,easy_negative,0.751,0.7693,1000,1249,2500,2749,
267,7,view2,14,view3,0,easy_negative,0.6466,0.733,1750,1999,3500,3749,
268,9,view1,12,view1,0,easy_negative,0.7975,0.8247,2250,2499,3000,3249,
269,4,view2,14,view1,0,easy_negative,0.751,0.8504,1000,1249,3500,3749,
270,9,view2,13,view1,0,easy_negative,0.7606,0.8314,2250,2499,3250,3499,
271,8,view3,15,view2,0,easy_negative,0.7862,0.7472,2000,2249,3750,3914,
272,4,view3,7,view3,0,easy_negative,0.7395,0.8428,1000,1249,1750,1999,
273,10,view1,12,view1,0,easy_negative,0.8204,0.8247,2500,2749,3000,3249,
274,1,view2,11,view2,0,easy_negative,0.8068,0.7489,250,499,2750,2999,
275,3,view1,12,view2,0,easy_negative,0.7778,0.741,750,999,3000,3249,
276,3,view1,10,view1,0,easy_negative,0.7778,0.8204,750,999,2500,2749,
277,3,view2,6,view3,0,easy_negative,0.7621,0.8489,750,999,1500,1749,
278,7,view3,15,view2,0,easy_negative,0.8428,0.7472,1750,1999,3750,3914,
279,3,view3,7,view3,0,easy_negative,0.8006,0.8428,750,999,1750,1999,
280,11,view3,15,view2,0,easy_negative,0.8677,0.7472,2750,2999,3750,3914,
281,10,view2,15,view2,0,easy_negative,0.7693,0.7472,2500,2749,3750,3914,
282,6,view1,10,view1,0,easy_negative,0.8244,0.8204,1500,1749,2500,2749,
283,2,view1,14,view2,0,easy_negative,0.8484,0.7618,500,749,3500,3749,
284,0,view3,4,view2,0,easy_negative,0.4615,0.751,0,249,1000,1249,
285,2,view1,5,view3,0,easy_negative,0.8484,0.7976,500,749,1250,1499,
286,3,view3,14,view1,0,easy_negative,0.8006,0.8504,750,999,3500,3749,
287,5,view3,10,view1,0,easy_negative,0.7976,0.8204,1250,1499,2500,2749,
288,5,view1,13,view1,0,easy_negative,0.8191,0.8314,1250,1499,3250,3499,
289,8,view3,11,view1,0,easy_negative,0.7862,0.7512,2000,2249,2750,2999,
290,6,view1,13,view1,0,easy_negative,0.8244,0.8314,1500,1749,3250,3499,
291,4,view2,12,view1,0,easy_negative,0.751,0.8247,1000,1249,3000,3249,
292,2,view2,12,view2,0,easy_negative,0.794,0.741,500,749,3000,3249,
293,11,view1,14,view3,0,easy_negative,0.7512,0.733,2750,2999,3500,3749,
294,5,view1,11,view1,0,easy_negative,0.8191,0.7512,1250,1499,2750,2999,
295,2,view2,14,view2,0,easy_negative,0.794,0.7618,500,749,3500,3749,
296,8,view1,11,view3,0,easy_negative,0.8576,0.8677,2000,2249,2750,2999,
297,3,view1,14,view3,0,easy_negative,0.7778,0.733,750,999,3500,3749,
298,2,view1,11,view2,0,easy_negative,0.8484,0.7489,500,749,2750,2999,
299,5,view2,9,view2,0,easy_negative,0.7153,0.7606,1250,1499,2250,2499,
300,2,view3,15,view3,0,easy_negative,0.6926,0.7864,500,749,3750,3913,
301,8,view1,15,view1,0,easy_negative,0.8576,0.8287,2000,2249,3750,3911,
302,1,view3,7,view1,0,easy_negative,0.8268,0.8001,250,499,1750,1999,
303,4,view2,8,view2,0,easy_negative,0.751,0.7942,1000,1249,2000,2249,
304,7,view3,10,view1,0,easy_negative,0.8428,0.8204,1750,1999,2500,2749,
305,1,view3,11,view3,0,easy_negative,0.8268,0.8677,250,499,2750,2999,
306,3,view2,10,view3,0,easy_negative,0.7621,0.8743,750,999,2500,2749,
307,1,view2,8,view3,0,easy_negative,0.8068,0.7862,250,499,2000,2249,
308,10,view2,13,view2,0,easy_negative,0.7693,0.7342,2500,2749,3250,3499,
309,4,view3,9,view3,0,easy_negative,0.7395,0.8117,1000,1249,2250,2499,
310,12,view1,15,view1,0,easy_negative,0.8247,0.8287,3000,3249,3750,3911,
311,2,view2,10,view2,0,easy_negative,0.794,0.7693,500,749,2500,2749,
312,0,view1,12,view1,0,easy_negative,0.2982,0.8247,0,249,3000,3249,
313,2,view2,10,view3,0,easy_negative,0.794,0.8743,500,749,2500,2749,
