view_a,track_id_a,view_b,track_id_b,cosine_similarity,time_gap
view1,2,view2,128,0.9999,22.32
view1,2,view2,143,0.9999,24.12
view1,2,view2,145,0.9999,25.04
view1,2,view2,150,0.9999,25.32
view1,2,view2,151,0.9999,25.4
view1,2,view2,153,0.9999,25.92
view1,2,view2,154,0.9999,26.04
view1,2,view2,155,0.9999,26.36
view1,2,view2,161,0.9999,29.96
view1,2,view2,170,0.9999,34.44
view1,2,view2,176,0.9999,35.04
view1,2,view2,185,0.9999,39.28
view1,2,view2,187,0.9999,40.24
view1,2,view2,194,0.9999,42.92
view1,2,view2,199,0.9999,45.0
view1,2,view2,200,0.9999,45.28
view1,2,view2,202,0.9999,46.68
view1,2,view2,204,0.9999,46.88
view1,2,view2,219,0.9999,49.84
view1,2,view2,223,0.9999,50.88
view1,2,view2,230,0.9999,52.76
view1,2,view2,238,0.9999,54.28
view1,2,view2,247,0.9999,56.12
view1,2,view2,253,0.9999,58.48
view1,2,view2,257,0.9999,59.96
view1,2,view2,262,0.9999,62.56
view1,2,view2,275,1.0,66.64
view1,2,view2,281,0.9999,67.8
view1,2,view2,286,0.9999,70.08
view1,2,view2,288,0.9999,70.24
view1,2,view2,296,0.9999,73.72
view1,2,view2,299,0.9999,74.76
view1,2,view2,311,0.9999,78.12
view1,2,view2,316,0.9999,81.64
view1,2,view2,324,0.9999,84.64
view1,2,view2,327,1.0,85.48
view1,2,view2,340,0.9999,88.72
view1,2,view2,347,1.0,90.4
view1,2,view2,349,0.9999,91.8
view1,2,view2,354,0.9999,93.36
view1,2,view2,355,0.9999,93.76
view1,2,view2,357,0.9999,94.36
view1,2,view2,361,0.9999,95.08
view1,2,view2,365,0.9999,97.08
view1,2,view2,375,0.9999,98.72
view1,2,view2,376,0.9999,98.92
view1,2,view2,379,0.9999,99.32
view1,2,view2,389,1.0,104.16
view1,2,view2,390,0.9999,104.56
view1,2,view2,391,0.9999,104.92
view1,2,view2,395,0.9999,106.68
view1,2,view2,397,0.9999,109.28
view1,2,view2,400,0.9999,110.12
view1,2,view2,401,0.9999,110.2
view1,2,view3,2,1.0,4.68
view1,2,view3,5,1.0,0.0
view1,2,view3,6,1.0,0.0
view1,2,view3,15,1.0,0.0
view1,2,view3,16,1.0,0.0
view1,2,view3,24,1.0,0.0
view1,2,view3,28,1.0,0.0
view1,2,view3,29,1.0,0.0
view1,2,view3,33,1.0,0.0
view1,2,view3,34,1.0,0.0
view1,2,view3,37,1.0,0.0
view1,2,view3,39,1.0,0.88
view1,2,view3,44,1.0,4.04
view1,2,view3,49,1.0,5.16
view1,2,view3,53,1.0,7.2
view1,2,view3,62,1.0,10.6
view1,2,view3,66,1.0,11.96
view1,2,view3,70,1.0,14.24
view1,2,view3,71,1.0,14.36
view1,2,view3,73,1.0,14.6
view1,2,view3,77,1.0,18.24
view1,2,view3,79,1.0,19.44
view1,2,view3,81,1.0,20.76
view1,2,view3,82,1.0,21.64
view1,2,view3,88,1.0,24.4
view1,2,view3,90,1.0,26.0
view1,2,view3,94,1.0,27.0
view1,2,view3,96,1.0,29.08
view1,2,view3,99,1.0,29.84
view1,2,view3,100,1.0,30.2
view1,2,view3,106,1.0,33.04
view1,2,view3,108,1.0,33.92
view1,2,view3,109,1.0,34.92
view1,2,view3,113,1.0,36.4
view1,2,view3,119,1.0,36.76
view1,2,view3,121,1.0,37.6
view1,2,view3,124,1.0,38.72
view1,2,view3,128,1.0,41.0
view1,2,view3,129,1.0,41.28
view1,2,view3,131,1.0,43.72
view1,2,view3,136,1.0,45.16
view1,2,view3,144,1.0,47.92
view1,2,view3,150,1.0,50.68
view1,2,view3,153,1.0,53.04
view1,2,view3,154,1.0,53.96
view1,2,view3,157,1.0,56.16
view1,2,view3,163,1.0,58.52
view1,2,view3,165,1.0,58.6
view1,2,view3,169,1.0,59.12
view1,2,view3,181,1.0,61.76
view1,2,view3,186,1.0,65.04
view1,2,view3,188,1.0,65.88
view1,2,view3,195,1.0,67.04
view1,2,view3,202,1.0,69.36
view1,2,view3,203,1.0,69.4
view1,2,view3,205,1.0,69.8
view1,2,view3,206,1.0,71.08
view1,2,view3,209,1.0,71.92
view1,2,view3,212,1.0,72.32
view1,2,view3,214,1.0,73.68
view1,2,view3,215,1.0,75.88
view1,2,view3,216,1.0,76.0
view1,2,view3,217,1.0,76.24
view1,2,view3,223,1.0,78.56
view1,2,view3,225,1.0,79.2
view1,2,view3,227,1.0,80.0
view1,2,view3,230,1.0,80.88
view1,2,view3,231,1.0,80.96
view1,2,view3,233,1.0,84.12
view1,2,view3,236,1.0,86.08
view1,2,view3,240,1.0,88.24
view1,2,view3,243,1.0,89.32
view1,2,view3,244,1.0,90.4
view1,2,view3,252,1.0,94.92
view1,2,view3,256,1.0,96.68
view1,2,view3,260,1.0,98.84
view1,2,view3,266,1.0,102.96
view1,2,view3,267,1.0,103.04
view1,2,view3,269,1.0,103.6
view1,2,view3,272,1.0,105.2
view1,2,view3,280,1.0,109.72
view1,2,view3,282,1.0,110.56
view1,13,view2,2,0.9999,2.12
view1,13,view2,18,0.9999,0.0
view1,13,view2,21,0.9999,10.72
view1,13,view2,26,0.9999,5.36
view1,13,view2,27,0.9999,8.16
view1,13,view2,30,0.9999,1.48
view1,13,view2,31,0.9999,0.0
view1,13,view2,33,0.9999,0.0
view1,13,view2,36,0.9999,0.0
view1,13,view2,39,0.9999,0.0
view1,13,view2,41,0.9999,0.0
view1,13,view2,49,0.9999,0.0
view1,13,view2,51,0.9999,0.0
view1,13,view2,62,0.9999,0.0
view1,13,view2,63,0.9999,0.0
view1,13,view2,70,0.9999,0.0
view1,13,view2,71,0.9999,0.0
view1,13,view2,73,0.9999,0.0
view1,13,view2,75,0.9999,0.0
view1,13,view2,76,0.9999,0.0
view1,13,view2,87,0.9999,0.0
view1,13,view2,90,0.9999,0.0
view1,13,view2,91,0.9999,0.0
view1,13,view2,92,0.9999,0.0
view1,13,view2,102,0.9999,4.84
view1,13,view2,116,0.9999,8.8
view1,13,view2,117,0.9999,10.4
view1,13,view2,128,0.9999,14.2
view1,13,view2,143,0.9999,16.0
view1,13,view2,145,0.9999,16.92
view1,13,view2,150,0.9999,17.2
view1,13,view2,151,0.9999,17.28
view1,13,view2,153,0.9999,17.8
view1,13,view2,154,0.9999,17.92
view1,13,view2,155,0.9999,18.24
view1,13,view2,161,0.9999,21.84
view1,13,view2,170,0.9999,26.32
view1,13,view2,176,0.9999,26.92
view1,13,view2,185,0.9999,31.16
view1,13,view2,187,0.9999,32.12
view1,13,view2,194,0.9999,34.8
view1,13,view2,199,0.9999,36.88
view1,13,view2,200,0.9999,37.16
view1,13,view2,202,0.9999,38.56
view1,13,view2,204,0.9999,38.76
view1,13,view2,219,0.9999,41.72
view1,13,view2,223,0.9999,42.76
view1,13,view2,230,0.9999,44.64
view1,13,view2,238,0.9999,46.16
view1,13,view2,247,0.9999,48.0
view1,13,view2,253,0.9999,50.36
view1,13,view2,257,0.9999,51.84
view1,13,view2,262,0.9999,54.44
view1,13,view2,275,0.9999,58.52
view1,13,view2,281,0.9999,59.68
view1,13,view2,286,0.9999,61.96
view1,13,view2,288,0.9999,62.12
view1,13,view2,296,0.9999,65.6
view1,13,view2,299,0.9999,66.64
view1,13,view2,311,0.9999,70.0
view1,13,view2,316,0.9999,73.52
view1,13,view2,324,0.9999,76.52
view1,13,view2,327,0.9999,77.36
view1,13,view2,340,0.9999,80.6
view1,13,view2,347,0.9999,82.28
view1,13,view2,349,0.9999,83.68
view1,13,view2,354,0.9999,85.24
view1,13,view2,355,0.9999,85.64
view1,13,view2,357,0.9999,86.24
view1,13,view2,361,0.9999,86.96
view1,13,view2,365,0.9999,88.96
view1,13,view2,375,0.9999,90.6
view1,13,view2,376,0.9999,90.8
view1,13,view2,379,0.9999,91.2
view1,13,view2,389,0.9999,96.04
view1,13,view2,390,0.9999,96.44
view1,13,view2,391,0.9999,96.8
view1,13,view2,395,0.9999,98.56
view1,13,view2,397,0.9999,101.16
view1,13,view2,400,0.9999,102.0
view1,13,view2,401,0.9999,102.08
view1,13,view3,2,1.0,18.28
view1,13,view3,5,1.0,0.0
view1,13,view3,6,1.0,0.0
view1,13,view3,15,1.0,0.52
view1,13,view3,16,1.0,0.0
view1,13,view3,24,1.0,0.0
view1,13,view3,28,1.0,0.0
view1,13,view3,29,1.0,0.0
view1,13,view3,33,1.0,0.0
view1,13,view3,34,1.0,0.0
view1,13,view3,37,1.0,0.0
view1,13,view3,39,1.0,0.0
view1,13,view3,44,1.0,0.0
view1,13,view3,49,1.0,0.0
view1,13,view3,53,1.0,0.0
view1,13,view3,62,1.0,2.48
view1,13,view3,66,1.0,3.84
view1,13,view3,70,1.0,6.12
view1,13,view3,71,1.0,6.24
view1,13,view3,73,1.0,6.48
view1,13,view3,77,1.0,10.12
view1,13,view3,79,1.0,11.32
view1,13,view3,81,1.0,12.64
view1,13,view3,82,1.0,13.52
view1,13,view3,88,1.0,16.28
view1,13,view3,90,1.0,17.88
view1,13,view3,94,1.0,18.88
view1,13,view3,96,1.0,20.96
view1,13,view3,99,1.0,21.72
view1,13,view3,100,1.0,22.08
view1,13,view3,106,1.0,24.92
view1,13,view3,108,1.0,25.8
view1,13,view3,109,1.0,26.8
view1,13,view3,113,1.0,28.28
view1,13,view3,119,1.0,28.64
view1,13,view3,121,1.0,29.48
view1,13,view3,124,1.0,30.6
view1,13,view3,128,1.0,32.88
view1,13,view3,129,1.0,33.16
view1,13,view3,131,1.0,35.6
view1,13,view3,136,1.0,37.04
view1,13,view3,144,1.0,39.8
view1,13,view3,150,1.0,42.56
view1,13,view3,153,1.0,44.92
view1,13,view3,154,1.0,45.84
view1,13,view3,157,1.0,48.04
view1,13,view3,163,1.0,50.4
view1,13,view3,165,1.0,50.48
view1,13,view3,169,1.0,51.0
view1,13,view3,181,1.0,53.64
view1,13,view3,186,1.0,56.92
view1,13,view3,188,1.0,57.76
view1,13,view3,195,1.0,58.92
view1,13,view3,202,1.0,61.24
view1,13,view3,203,1.0,61.28
view1,13,view3,205,1.0,61.68
view1,13,view3,206,1.0,62.96
view1,13,view3,209,1.0,63.8
view1,13,view3,212,1.0,64.2
view1,13,view3,214,1.0,65.56
view1,13,view3,215,1.0,67.76
view1,13,view3,216,1.0,67.88
view1,13,view3,217,1.0,68.12
view1,13,view3,223,1.0,70.44
view1,13,view3,225,1.0,71.08
view1,13,view3,227,1.0,71.88
view1,13,view3,230,1.0,72.76
view1,13,view3,231,1.0,72.84
view1,13,view3,233,1.0,76.0
view1,13,view3,236,1.0,77.96
view1,13,view3,240,1.0,80.12
view1,13,view3,243,1.0,81.2
view1,13,view3,244,1.0,82.28
view1,13,view3,252,1.0,86.8
view1,13,view3,256,1.0,88.56
view1,13,view3,260,1.0,90.72
view1,13,view3,266,1.0,94.84
view1,13,view3,267,1.0,94.92
view1,13,view3,269,1.0,95.48
view1,13,view3,272,1.0,97.08
view1,13,view3,280,1.0,101.6
view1,13,view3,282,1.0,102.44
view1,16,view2,2,0.9999,3.2
view1,16,view2,18,0.9999,0.0
view1,16,view2,21,0.9999,11.8
view1,16,view2,26,0.9999,6.44
view1,16,view2,27,0.9999,9.24
view1,16,view2,30,0.9999,2.56
view1,16,view2,31,0.9999,0.0
view1,16,view2,33,0.9999,0.0
view1,16,view2,36,0.9999,0.0
view1,16,view2,39,0.9999,1.72
view1,16,view2,41,0.9999,2.6
view1,16,view2,49,0.9999,5.4
view1,16,view2,51,0.9999,5.88
view1,16,view2,62,0.9999,10.68
view1,16,view2,63,0.9999,11.64
view1,16,view2,70,0.9999,14.24
view1,16,view2,71,0.9999,15.0
view1,16,view2,73,0.9999,17.12
view1,16,view2,75,0.9999,18.52
view1,16,view2,76,0.9999,19.72
view1,16,view2,87,0.9999,21.4
view1,16,view2,90,0.9999,22.84
view1,16,view2,91,0.9999,23.28
view1,16,view2,92,0.9999,23.32
view1,16,view2,102,0.9999,28.52
view1,16,view2,116,0.9999,32.48
view1,16,view2,117,0.9999,34.08
view1,16,view2,128,0.9999,37.88
view1,16,view2,143,0.9999,39.68
view1,16,view2,145,0.9999,40.6
view1,16,view2,150,0.9999,40.88
view1,16,view2,151,0.9999,40.96
view1,16,view2,153,0.9999,41.48
view1,16,view2,154,0.9999,41.6
view1,16,view2,155,0.9999,41.92
view1,16,view2,161,0.9999,45.52
view1,16,view2,170,0.9999,50.0
view1,16,view2,176,0.9999,50.6
view1,16,view2,185,0.9999,54.84
view1,16,view2,187,0.9999,55.8
view1,16,view2,194,0.9999,58.48
view1,16,view2,199,0.9999,60.56
view1,16,view2,200,0.9999,60.84
view1,16,view2,202,0.9999,62.24
view1,16,view2,204,0.9999,62.44
view1,16,view2,219,0.9999,65.4
view1,16,view2,223,0.9999,66.44
view1,16,view2,230,0.9999,68.32
view1,16,view2,238,0.9999,69.84
view1,16,view2,247,0.9999,71.68
view1,16,view2,253,0.9999,74.04
view1,16,view2,257,0.9999,75.52
view1,16,view2,262,0.9999,78.12
view1,16,view2,275,0.9999,82.2
view1,16,view2,281,0.9999,83.36
view1,16,view2,286,0.9999,85.64
view1,16,view2,288,0.9999,85.8
view1,16,view2,296,0.9999,89.28
view1,16,view2,299,0.9999,90.32
view1,16,view2,311,0.9999,93.68
view1,16,view2,316,0.9999,97.2
view1,16,view2,324,0.9999,100.2
view1,16,view2,327,0.9999,101.04
view1,16,view2,340,0.9999,104.28
view1,16,view2,347,0.9999,105.96
view1,16,view2,349,0.9999,107.36
view1,16,view2,354,0.9999,108.92
view1,16,view2,355,0.9999,109.32
view1,16,view2,357,0.9999,109.92
view1,16,view2,361,0.9999,110.64
view1,16,view2,365,0.9999,112.64
view1,16,view2,375,0.9999,114.28
view1,16,view2,376,0.9999,114.48
view1,16,view2,379,0.9999,114.88
view1,16,view2,389,0.9999,119.72
view1,16,view2,390,0.9999,120.12
view1,16,view2,391,0.9999,120.48
view1,16,view2,395,0.9999,122.24
view1,16,view2,397,0.9999,124.84
view1,16,view2,400,0.9999,125.68
view1,16,view2,401,0.9999,125.76
view1,16,view3,2,1.0,19.36
view1,16,view3,5,1.0,0.0
view1,16,view3,6,1.0,0.0
view1,16,view3,15,1.0,1.6
view1,16,view3,16,1.0,0.0
view1,16,view3,24,1.0,3.44
view1,16,view3,28,1.0,4.76
view1,16,view3,29,1.0,6.68
view1,16,view3,33,1.0,10.36
view1,16,view3,34,1.0,10.44
view1,16,view3,37,1.0,14.6
view1,16,view3,39,1.0,16.44
view1,16,view3,44,1.0,19.6
view1,16,view3,49,1.0,20.72
view1,16,view3,53,1.0,22.76
view1,16,view3,62,1.0,26.16
view1,16,view3,66,1.0,27.52
view1,16,view3,70,1.0,29.8
view1,16,view3,71,1.0,29.92
view1,16,view3,73,1.0,30.16
view1,16,view3,77,1.0,33.8
view1,16,view3,79,1.0,35.0
view1,16,view3,81,1.0,36.32
view1,16,view3,82,1.0,37.2
view1,16,view3,88,1.0,39.96
view1,16,view3,90,1.0,41.56
view1,16,view3,94,1.0,42.56
view1,16,view3,96,1.0,44.64
view1,16,view3,99,1.0,45.4
view1,16,view3,100,1.0,45.76
view1,16,view3,106,1.0,48.6
view1,16,view3,108,1.0,49.48
view1,16,view3,109,1.0,50.48
view1,16,view3,113,1.0,51.96
view1,16,view3,119,1.0,52.32
view1,16,view3,121,1.0,53.16
view1,16,view3,124,1.0,54.28
view1,16,view3,128,1.0,56.56
view1,16,view3,129,1.0,56.84
view1,16,view3,131,1.0,59.28
view1,16,view3,136,1.0,60.72
view1,16,view3,144,1.0,63.48
view1,16,view3,150,1.0,66.24
view1,16,view3,153,1.0,68.6
view1,16,view3,154,1.0,69.52
view1,16,view3,157,1.0,71.72
view1,16,view3,163,1.0,74.08
view1,16,view3,165,1.0,74.16
view1,16,view3,169,1.0,74.68
view1,16,view3,181,1.0,77.32
view1,16,view3,186,1.0,80.6
view1,16,view3,188,1.0,81.44
view1,16,view3,195,1.0,82.6
view1,16,view3,202,1.0,84.92
view1,16,view3,203,1.0,84.96
view1,16,view3,205,1.0,85.36
view1,16,view3,206,1.0,86.64
view1,16,view3,209,1.0,87.48
view1,16,view3,212,1.0,87.88
view1,16,view3,214,1.0,89.24
view1,16,view3,215,1.0,91.44
view1,16,view3,216,1.0,91.56
view1,16,view3,217,1.0,91.8
view1,16,view3,223,1.0,94.12
view1,16,view3,225,1.0,94.76
view1,16,view3,227,1.0,95.56
view1,16,view3,230,1.0,96.44
view1,16,view3,231,1.0,96.52
view1,16,view3,233,1.0,99.68
view1,16,view3,236,1.0,101.64
view1,16,view3,240,1.0,103.8
view1,16,view3,243,1.0,104.88
view1,16,view3,244,1.0,105.96
view1,16,view3,252,1.0,110.48
view1,16,view3,256,1.0,112.24
view1,16,view3,260,1.0,114.4
view1,16,view3,266,1.0,118.52
view1,16,view3,267,1.0,118.6
view1,16,view3,269,1.0,119.16
view1,16,view3,272,1.0,120.76
view1,16,view3,280,1.0,125.28
view1,16,view3,282,1.0,126.12
view1,32,view2,2,0.9999,9.64
view1,32,view2,18,0.9999,0.0
view1,32,view2,21,0.9999,18.24
view1,32,view2,26,0.9999,12.88
view1,32,view2,27,0.9999,15.68
view1,32,view2,30,0.9999,9.0
view1,32,view2,31,0.9999,0.8
view1,32,view2,33,0.9999,5.16
view1,32,view2,36,0.9999,5.96
view1,32,view2,39,0.9999,0.0
view1,32,view2,41,0.9999,3.68
view1,32,view2,49,0.9999,0.68
view1,32,view2,51,0.9999,0.0
view1,32,view2,62,0.9999,0.0
view1,32,view2,63,0.9999,0.0
view1,32,view2,70,0.9999,0.0
view1,32,view2,71,0.9999,0.0
view1,32,view2,73,0.9999,0.0
view1,32,view2,75,0.9999,0.0
view1,32,view2,76,0.9999,0.0
view1,32,view2,87,0.9999,0.0
view1,32,view2,90,0.9999,0.0
view1,32,view2,91,0.9999,0.0
view1,32,view2,92,0.9999,0.0
view1,32,view2,102,0.9999,0.0
view1,32,view2,116,0.9999,0.0
view1,32,view2,117,0.9999,0.0
view1,32,view2,128,0.9999,3.64
view1,32,view2,143,0.9999,5.44
view1,32,view2,145,0.9999,6.36
view1,32,view2,150,0.9999,6.64
view1,32,view2,151,0.9999,6.72
view1,32,view2,153,0.9999,7.24
view1,32,view2,154,0.9999,7.36
view1,32,view2,155,0.9999,7.68
view1,32,view2,161,0.9999,11.28
view1,32,view2,170,0.9999,15.76
view1,32,view2,176,0.9999,16.36
view1,32,view2,185,0.9999,20.6
view1,32,view2,187,0.9999,21.56
view1,32,view2,194,0.9999,24.24
view1,32,view2,199,0.9999,26.32
view1,32,view2,200,0.9999,26.6
view1,32,view2,202,0.9999,28.0
view1,32,view2,204,0.9999,28.2
view1,32,view2,219,0.9999,31.16
view1,32,view2,223,0.9999,32.2
view1,32,view2,230,0.9999,34.08
view1,32,view2,238,0.9999,35.6
view1,32,view2,247,0.9999,37.44
view1,32,view2,253,0.9999,39.8
view1,32,view2,257,0.9999,41.28
view1,32,view2,262,0.9999,43.88
view1,32,view2,275,0.9999,47.96
view1,32,view2,281,0.9999,49.12
view1,32,view2,286,0.9999,51.4
view1,32,view2,288,0.9999,51.56
view1,32,view2,296,0.9999,55.04
view1,32,view2,299,0.9999,56.08
view1,32,view2,311,0.9999,59.44
view1,32,view2,316,0.9999,62.96
view1,32,view2,324,0.9999,65.96
view1,32,view2,327,0.9999,66.8
view1,32,view2,340,0.9999,70.04
view1,32,view2,347,0.9999,71.72
view1,32,view2,349,0.9999,73.12
view1,32,view2,354,0.9999,74.68
view1,32,view2,355,0.9999,75.08
view1,32,view2,357,0.9999,75.68
view1,32,view2,361,0.9999,76.4
view1,32,view2,365,0.9999,78.4
view1,32,view2,375,0.9999,80.04
view1,32,view2,376,0.9999,80.24
view1,32,view2,379,0.9999,80.64
view1,32,view2,389,0.9999,85.48
view1,32,view2,390,0.9999,85.88
view1,32,view2,391,0.9999,86.24
view1,32,view2,395,0.9999,88.0
view1,32,view2,397,0.9999,90.6
view1,32,view2,400,0.9999,91.44
view1,32,view2,401,0.9999,91.52
view1,32,view3,2,1.0,25.8
view1,32,view3,5,1.0,3.36
view1,32,view3,6,1.0,2.12
view1,32,view3,15,1.0,8.04
view1,32,view3,16,1.0,3.68
view1,32,view3,24,1.0,0.0
view1,32,view3,28,1.0,0.0
view1,32,view3,29,1.0,0.0
view1,32,view3,33,1.0,0.0
view1,32,view3,34,1.0,0.0
view1,32,view3,37,1.0,0.0
view1,32,view3,39,1.0,0.0
view1,32,view3,44,1.0,0.0
view1,32,view3,49,1.0,0.0
view1,32,view3,53,1.0,0.0
view1,32,view3,62,1.0,0.0
view1,32,view3,66,1.0,0.0
view1,32,view3,70,1.0,0.0
